text,label,pred,raw_output,modified_pred
"The situation began to crystallise after 1961 when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket board had to leave the International Cricket Conference (ICC).","[{'South Africa': 'LOCATION'}, {'Commonwealth of Nations': 'ORGANIZATION'}, {'International Cricket Conference': 'ORGANIZATION'}, {'ICC': 'ORGANIZATION'}]",[],"[{'text': 'South Africa', 'value': 'LOCATION'}, {'text': 'Commonwealth of Nations', 'value': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'value': 'ORGANIZATION'}, {'text': 'ICC', 'value': 'ORGANIZATION'}]",[]
Puckrik travelled widely in her childhood due to her father's military background.,[{'Puckrik': 'PERSON'}],[],"[{'text': 'Puckrik', 'value': 'PERSON'}]",[]
The festival is dedicated to world television and digital content and its creation and development.,[],[],"[{'text': 'festival', 'value': 'EVENT'}]",[]
"A German teacher for much of her life, MacKeith also advocated for peace during the Aldermaston Marches in the 1950s and demonstrations against the Vietnam War in Grosvenor Square in the 1960s.","[{'German': 'LOCATION'}, {'MacKeith': 'PERSON'}, {'Aldermaston Marches': 'EVENT'}, {'Vietnam War': 'EVENT'}, {'Grosvenor Square': 'LOCATION'}]",[],"[{'text': 'MacKeith', 'value': 'PERSON'}, {'text': 'Aldermaston Marches', 'value': 'EVENT'}, {'text': 'Vietnam War', 'value': 'EVENT'}, {'text': 'Grosvenor Square', 'value': 'LOCATION'}]",[]
Mediaite named her in a four-way tie among the ``Best TV Pundits`` of 2014 for bringing ``a comprehensive understanding to women's health and justice issues that goes beyond the usual talking points.'',"[{'Mediaite': 'PERSON'}, {'Best TV Pundits': 'OTHER'}]","[{'Mediaite': 'ORGANIZATION'}, {'Best TV Pundits': 'EVENT'}]","[{""text"": ""Mediaite"", ""value"": ""ORGANIZATION""}, {""text"": ""Best TV Pundits"", ""value"": ""EVENT""}]","[{'Mediaite': 'ORGANIZATION'}, {'Best TV Pundits': 'EVENT'}]"
"According to Steak' n Shake archives, the restaurant's founder, Gus Belt, applied for a trademark on the word in the 1930s.","[{""Steak' n Shake"": 'ART'}, {'Gus Belt': 'PERSON'}]",[],"[{'text': ""Steak' n Shake"", 'value': 'ORGANIZATION'}, {'text': 'Gus Belt', 'value': 'PERSON'}, {'text': '1930s', 'value': 'OTHER'}]",[]
Alex Salmond (leader of SNP) has since made history by becoming the first First Minister of Scotland from a party other than Labour.,"[{'Alex Salmond': 'PERSON'}, {'SNP': 'ORGANIZATION'}, {'Scotland': 'LOCATION'}, {'Labour': 'ORGANIZATION'}]",[],"[{'text': 'Alex Salmond', 'value': 'PERSON'}, {'text': 'SNP', 'value': 'ORGANIZATION'}, {'text': 'Scotland', 'value': 'LOCATION'}, {'text': 'Labour', 'value': 'ORGANIZATION'}]",[]
"The album featured remixes of ``Like It or Not`` and ``Tearing Me Up`` from artists like A-Trak, RAC, Joris Voorn, and Tale of Us.","[{'Like It or Not': 'ART'}, {'Tearing Me Up': 'ART'}, {'A-Trak': 'PERSON'}, {'RAC': 'PERSON'}, {'Joris Voorn': 'PERSON'}, {'Tale of Us': 'PERSON'}]",[],"{'label': [{'text': 'Like It or Not', 'value': 'PRODUCT'}, {'text': 'Tearing Me Up', 'value': 'PRODUCT'}, {'text': 'A-Trak', 'value': 'PERSON'}, {'text': 'RAC', 'value': 'ORGANIZATION'}, {'text': 'Joris Voorn', 'value': 'PERSON'}, {'text': 'Tale of Us', 'value': 'ORGANIZATION'}]}",[]
``Patrick Morris`` sent out her own mayday call at 6:51 am and sank 35 minutes later.,[{'Patrick Morris': 'PRODUCT'}],[],"[{'text': 'Patrick Morris', 'value': 'PERSON'}]",[]
The same effects have also been seen in short pubertal boys.,[],[],[],[]
"Construction was modular so that some of the gold could be removed and melted for coin or bullion in times of severe financial hardship, to be replaced later when finances had recovered.",[],[],[],[]
"He has also performed and worked with many other Scandinavian artists such as Bj\u00f8rn Eidsv\u00e5g, Silje Nergaard, Oslo Gospel Choir, Espen Lind, Elizabeth Norberg-Schulz and Carola H\u00e4ggkvist.","[{'Bj\\u00f8rn Eidsv\\u00e5g': 'PERSON'}, {'Silje Nergaard': 'PERSON'}, {'Oslo Gospel Choir': 'PERSON'}, {'Espen Lind': 'PERSON'}, {'Elizabeth Norberg-Schulz': 'PERSON'}, {'Carola H\\u00e4ggkvist': 'PERSON'}]",[],"[{'text': 'Bjørn Eidsvåg', 'value': 'PERSON'}, {'text': 'Silje Nergaard', 'value': 'PERSON'}, {'text': 'Oslo Gospel Choir', 'value': 'ORGANIZATION'}, {'text': 'Espen Lind', 'value': 'PERSON'}, {'text': 'Elizabeth Norberg-Schulz', 'value': 'PERSON'}, {'text': 'Carola Häggkvist', 'value': 'PERSON'}]",[]
"Holy Trinity Church is a Church of England parish church at Bothenhampton, near Bridport in Dorset, England.","[{'Holy Trinity Church': 'ORGANIZATION'}, {'Church of England': 'ORGANIZATION'}, {'Bothenhampton': 'LOCATION'}, {'Bridport': 'LOCATION'}, {'Dorset': 'LOCATION'}, {'England': 'LOCATION'}]",[],"[{'text': 'Holy Trinity Church', 'value': 'BUILDING'}, {'text': 'Church of England', 'value': 'ORGANIZATION'}, {'text': 'Bothenhampton', 'value': 'LOCATION'}, {'text': 'Bridport', 'value': 'LOCATION'}, {'text': 'Dorset', 'value': 'LOCATION'}, {'text': 'England', 'value': 'LOCATION'}]",[]
"Kadavu Province is one of fourteen provinces of Fiji, and forms part of the Eastern Division, which also includes the provinces of Lau, Lomaiviti and Rotuma.","[{'Kadavu Province': 'LOCATION'}, {'Fiji': 'LOCATION'}, {'Lau': 'LOCATION'}, {'Lomaiviti': 'LOCATION'}, {'Rotuma': 'LOCATION'}]",[],"[
  {'text': 'Kadavu Province', 'value': 'LOCATION'},
  {'text': 'Fiji', 'value': 'LOCATION'},
  {'text': 'Eastern Division', 'value': 'LOCATION'},
  {'text': 'Lau', 'value': 'LOCATION'},
  {'text': 'Lomaiviti', 'value': 'LOCATION'},
  {'text': 'Rotuma', 'value': 'LOCATION'}
]",[]
"Mike Moreton headed the team, joining TWR to run the XJ220 project.","[{'Mike Moreton': 'PERSON'}, {'TWR': 'ORGANIZATION'}, {'XJ220': 'PRODUCT'}]",[],"[{'text': 'Mike Moreton', 'value': 'PERSON'}, {'text': 'TWR', 'value': 'ORGANIZATION'}, {'text': 'XJ220', 'value': 'PRODUCT'}]",[]
"Mary Weiss was one of the creators of The Real Live Brady Bunch at The Annoyance Theater, which led to a series of feature film remakes.","[{'Mary Weiss': 'PERSON'}, {'Real Live Brady Bunch': 'ORGANIZATION'}, {'Annoyance Theater': 'BUILDING'}]",[],"[
  {'text': 'Mary Weiss', 'value': 'PERSON'},
  {'text': 'The Real Live Brady Bunch', 'value': 'ART'},
  {'text': 'The Annoyance Theater', 'value': 'ORGANIZATION'}
]",[]
"More than 100 sellers from Deidesheim and the surrounding area run stalls, which must stylistically fit into the market's whole theme.",[{'Deidesheim': 'LOCATION'}],[],"[{'text': 'Deidesheim', 'value': 'LOCATION'}]",[]
It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,"[{'jury award for best feature Film': 'OTHER'}, {'TriMedia Film Festival': 'EVENT'}]",[],"[
{'text': 'TriMedia Film Festival', 'value': 'EVENT'}
]",[]
"Bitter Sweet & amp ; Twisted is rock band The Quireboys's second studio album, released in 1993.","[{'Bitter Sweet & amp': 'ART'}, {'Twisted': 'ART'}, {'The Quireboys': 'ORGANIZATION'}]",[],"[{'text': 'Bitter Sweet & Twisted', 'value': 'PRODUCT'}, {'text': 'The Quireboys', 'value': 'ORGANIZATION'}]",[]
The Papacy in central Italy maintained major cultural and political influence during the Catholic Reformation initiated by the conclusion of the Tridentine council (resumed by the terms of the treaty).,"[{'Papacy': 'EVENT'}, {'Catholic Reformation': 'ORGANIZATION'}, {'Tridentine council': 'ORGANIZATION'}]",[],"[{'text': 'The Papacy', 'value': 'ORGANIZATION'}, {'text': 'central Italy', 'value': 'LOCATION'}, {'text': 'Catholic Reformation', 'value': 'EVENT'}, {'text': 'Tridentine council', 'value': 'EVENT'}]",[]
Both doors are mirror images of each other and each contain the bronze University seal.,[{'bronze University seal': 'PRODUCT'}],[],"[{'text': 'bronze University seal', 'value': 'ART'}]",[]
"In some cases, black community groups resisted the attacks, especially in Chicago and Washington, D.C.","[{'Chicago': 'LOCATION'}, {'Washington, D.C': 'LOCATION'}]",[],"[{'text': 'Chicago', 'value': 'LOCATION'}, {'text': 'Washington, D.C.', 'value': 'LOCATION'}]",[]
"Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'Richard': 'PERSON'}, {'Lilli': 'PERSON'}]",[],"[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]",[]
The ability to sustain a lucrative business in bootlegging liquor was largely helped by the minimal police surveillance at the time.,[],[],"[{'text': 'bootlegging liquor', 'value': 'OTHER'}]",[]
Another part of the RNA binds to the X-chromosome positioning PRC2 such that it can methylate various regions on the X-chromosome.,"[{'RNA': 'OTHER'}, {'X-chromosome': 'OTHER'}, {'PRC2': 'OTHER'}, {'X-chromosome': 'OTHER'}]",[],"[
  {'text': 'RNA', 'value': 'OTHER'},
  {'text': 'X-chromosome', 'value': 'OTHER'},
  {'text': 'PRC2', 'value': 'OTHER'},
  {'text': 'X-chromosome', 'value': 'OTHER'}
]",[]
Breck Ullr Fest was first held in 1963.,[{'Breck Ullr Fest': 'EVENT'}],[],"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]",[]
almost over 75 members of parliament join the alliance.,[],[],[],[]
Malcolm III (; c.26 March 1031 \u2013 13 November 1093 (age 62)) was King of Scots from 1058 to 1093.,"[{'Malcolm III': 'PERSON'}, {'Scots': 'LOCATION'}]",[],"[{'text': 'Malcolm III', 'value': 'PERSON'}, {'text': 'Scots', 'value': 'LOCATION'}]",[]
"Midway through the season, they traded Stacey King to the Minnesota Timberwolves for Luc Longley.","[{'Stacey King': 'PERSON'}, {'Minnesota Timberwolves': 'ORGANIZATION'}, {'Luc Longley': 'PERSON'}]",[],"[{'text': 'Stacey King', 'value': 'PERSON'}, {'text': 'Minnesota Timberwolves', 'value': 'ORGANIZATION'}, {'text': 'Luc Longley', 'value': 'PERSON'}]",[]
"The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","[{'Germans': 'LOCATION'}, {'C Company': 'ORGANIZATION'}, {'North Irish Horse': 'ORGANIZATION'}, {'Germans': 'LOCATION'}]",[],"[{'text': 'Germans', 'value': 'ORGANIZATION'}, {'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]",[]
He also appeared in and Raj Kanwar's action hit ``Jeet``.,"[{'Raj Kanwar': 'PERSON'}, {'Jeet': 'ART'}]",[],"[{'text': 'Raj Kanwar', 'value': 'PERSON'}, {'text': 'Jeet', 'value': 'PRODUCT'}]",[]
Liz Weir won the inaugural International Story Bridge Award of the National Storytelling Network in 2002.,"[{'Liz Weir': 'PERSON'}, {'International Story Bridge Award': 'OTHER'}, {'National Storytelling Network': 'EVENT'}]",[],"[{'text': 'Liz Weir', 'value': 'PERSON'}, {'text': 'International Story Bridge Award', 'value': 'EVENT'}, {'text': 'National Storytelling Network', 'value': 'ORGANIZATION'}]",[]
"Less commonly, cases of hypersexuality have been reported.",[],[],"[{'text': 'hypersexuality', 'value': 'OTHER'}]",[]
"The film is based on the French novel ``L'affaire Cl\u00e9menceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'French': 'OTHER'}, {'Alexandre Dumas': 'PERSON'}]",[],"[{'text': 'L'affaire Clémenceau', 'value': 'ART'}, {'text': 'Alexandre Dumas, fils', 'value': 'PERSON'}]",[]
"After it was established by Yadunandan Sharma, at the instruction of Swami Sahajanand Saraswati in 1933, it saw a large number of freedom fighters visiting.","[{'Yadunandan Sharma': 'PERSON'}, {'Swami Sahajanand Saraswati': 'PERSON'}]",[],"[{'text': 'Yadunandan Sharma', 'value': 'PERSON'}, {'text': 'Swami Sahajanand Saraswati', 'value': 'PERSON'}]",[]
"Even though these matrimonial ties existed between the Ula and Nurhaci, a war broke out in 1607 between Nurhaci and the Ula in which the latter were defeated with the loss of some towns.","[{'Ula': 'ORGANIZATION'}, {'Nurhaci': 'PERSON'}, {'Nurhaci': 'PERSON'}, {'Ula': 'ORGANIZATION'}]",[],"[{'text': 'Ula', 'value': 'ORGANIZATION'}, {'text': 'Nurhaci', 'value': 'PERSON'}, {'text': 'Nurhaci', 'value': 'PERSON'}, {'text': 'Ula', 'value': 'ORGANIZATION'}]",[]
"On the formation of the Residential Property Tribunal Service as a result of the Housing Act 2004 the rent assessment committees became part of that body for administrative purposes, and is therefore now called the First Tier Tribunal (Property Chamber - Residential Property).","[{'Residential Property Tribunal Service': 'ORGANIZATION'}, {'Housing Act 2004': 'OTHER'}]",[],"[{'text': 'Residential Property Tribunal Service', 'value': 'ORGANIZATION'}, {'text': 'Housing Act 2004', 'value': 'OTHER'}, {'text': 'rent assessment committees', 'value': 'ORGANIZATION'}, {'text': 'First Tier Tribunal (Property Chamber - Residential Property)', 'value': 'ORGANIZATION'}]",[]
"The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'Mount Kliment Ohridski': 'LOCATION'}, {'Poste Valley': 'LOCATION'}, {'Palestrina Glacier': 'LOCATION'}, {'Yozola Glacier': 'LOCATION'}]",[],"[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Palestrina Glacier', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]",[]
"After the end of the Civil War, Young was excluded from President Andrew Johns on's amnesty proclamation.","[{'Civil War': 'EVENT'}, {'Young': 'PERSON'}, {'Andrew Johns': 'PERSON'}]",[],"[
  {'text': 'Civil War', 'value': 'EVENT'},
  {'text': 'Young', 'value': 'PERSON'},
  {'text': 'Andrew Johnson', 'value': 'PERSON'}
]",[]
"I, Max was a sports commentary show featuring host Max Kellerman and Michael Holley that aired nightly on Fox Sports Net.","[{'I, Max': 'ART'}, {'Max Kellerman': 'PERSON'}, {'Michael Holley': 'PERSON'}, {'Fox Sports Net': 'ORGANIZATION'}]",[],"[{'text': 'I, Max', 'value': 'EVENT'}, {'text': 'Max Kellerman', 'value': 'PERSON'}, {'text': 'Michael Holley', 'value': 'PERSON'}, {'text': 'Fox Sports Net', 'value': 'ORGANIZATION'}]",[]
Gibraltar suffered a number of air raids during 1940 by the Italian ``Regia Aeronautica`` (operating from Sardinia) and from the Vichy French Air Force (from French North Africa) in retaliation for British and Free French attacks on Mers-el-Kebir and Dakar.,"[{'Gibraltar': 'LOCATION'}, {'Regia Aeronautica': 'ORGANIZATION'}, {'Sardinia': 'LOCATION'}, {'Vichy French Air Force': 'ORGANIZATION'}, {'French North Africa': 'LOCATION'}, {'British': 'ORGANIZATION'}, {'Free French': 'ORGANIZATION'}, {'Mers-el-Kebir': 'LOCATION'}, {'Dakar': 'LOCATION'}]",[],"[{'text': 'Gibraltar', 'value': 'LOCATION'}, {'text': 'Regia Aeronautica', 'value': 'ORGANIZATION'}, {'text': 'Sardinia', 'value': 'LOCATION'}, {'text': 'Vichy French Air Force', 'value': 'ORGANIZATION'}, {'text': 'French North Africa', 'value': 'LOCATION'}, {'text': 'Free French', 'value': 'ORGANIZATION'}, {'text': 'Mers-el-Kebir', 'value': 'LOCATION'}, {'text': 'Dakar', 'value': 'LOCATION'}]",[]
"The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lord of Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.","[{'Ganapatishvara': 'OTHER'}, {'Ganapatishvaram': 'OTHER'}, {'Shiva': 'OTHER'}, {'Lord of Ganesha': 'OTHER'}, {'Ganesha': 'OTHER'}, {'Shiva': 'OTHER'}]",[],"[{'text': 'Ganapatishvara', 'value': 'PERSON'}, {'text': 'Ganapatishvaram', 'value': 'LOCATION'}, {'text': 'Shiva', 'value': 'PERSON'}, {'text': 'Ganesha', 'value': 'PERSON'}]",[]
"Divine Styler says: ``in the school I come from, freestyling was a non-conceptual written rhyme... and now they call freestyling off the top of the head, so the era I come from it's a lot different''.",[{'Divine Styler': 'PERSON'}],[],"[{'text': 'Divine Styler', 'value': 'PERSON'}]",[]
"Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]",[],"[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}, {'text': 'stadium', 'value': 'BUILDING'}]",[]
"After the 1973 military coup, Ar\u00f3n was forced to go underground.",[{'Ar\\u00f3n': 'PERSON'}],[],"[{'text': '1973 military coup', 'value': 'EVENT'}, {'text': 'Arón', 'value': 'PERSON'}]",[]
"As a longer loaf, it may well have been the origin of French bread as bakers there attempted to adopt the steam method to produce their baguettes.",[{'French': 'LOCATION'}],[],"[{'text': 'French bread', 'value': 'PRODUCT'}, {'text': 'baguettes', 'value': 'PRODUCT'}]",[]
"Eventually, however, the Saudi government and the FBI repeatedly conflicted during the course of the investigation.","[{'Saudi': 'ORGANIZATION'}, {'FBI': 'ORGANIZATION'}]",[],"[{'text': 'Saudi government', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]",[]
It is an orthomyxovirus that contains the glycoproteins haemagglutinin and neuraminidase.,"[{'orthomyxovirus': 'OTHER'}, {'glycoproteins haemagglutinin': 'OTHER'}, {'neuraminidase': 'OTHER'}]",[],"[{'text': 'orthomyxovirus', 'value': 'OTHER'}, {'text': 'haemagglutinin', 'value': 'OTHER'}, {'text': 'neuraminidase', 'value': 'OTHER'}]",[]
"He died in an assisted living facility on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.",[],[],"[
  {'text': 'election day', 'value': 'EVENT'}
]",[]
They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,"[{'Oregon State': 'ORGANIZATION'}, {'Pac-12 Tournament': 'EVENT'}]",[],"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]",[]
"The airport is located south southeast of the Nhulunbuy town centre, on Melville Road.","[{'Nhulunbuy': 'LOCATION'}, {'Melville Road': 'LOCATION'}]",[],"[{'text': 'Nhulunbuy town centre', 'value': 'LOCATION'}, {'text': 'Melville Road', 'value': 'LOCATION'}]",[]
"To further expand its readership, ``The Philippine Star`` entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","[{'The Philippine Star': 'OTHER'}, {'Jollibee': 'BUILDING'}]",[],"[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}, {'text': 'Jollibee', 'value': 'ORGANIZATION'}]",[]
Its headquarters are in Moscow.,[{'Moscow': 'LOCATION'}],[],"[{'text': 'Moscow', 'value': 'LOCATION'}]",[]
They work independently of insulin and can reduce glucose levels without causing hypoglycemia or weight gain.,"[{'insulin': 'OTHER'}, {'hypoglycemia': 'OTHER'}]",[],"[{'text': 'insulin', 'value': 'PRODUCT'}]",[]
The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,[],[],[],[]
Of the company's first direct signings The Rasmus managed to launch a successful international career with the release of their album Dead Letters (2003).,"[{'Rasmus': 'ORGANIZATION'}, {'Dead Letters': 'ART'}]",[],"[{'text': 'The Rasmus', 'value': 'ORGANIZATION'}, {'text': 'Dead Letters', 'value': 'ART'}]",[]
The French credit rating agency Coface declared that the dramatic mining rescue would have a positive impact on Chile's economic reputation.,"[{'French': 'LOCATION'}, {'Coface': 'ORGANIZATION'}, {'Chile': 'LOCATION'}]",[],"[{'text': 'French credit rating agency Coface', 'value': 'ORGANIZATION'}, {'text': 'Chile', 'value': 'LOCATION'}, {'text': 'dramatic mining rescue', 'value': 'EVENT'}]",[]
The newest batch of contestants converged on New Orleans to meet with Tyler and receive a beignet cooking challenge right off the bat.,"[{'New Orleans': 'LOCATION'}, {'Tyler': 'PERSON'}]",[],"[{'text': 'New Orleans', 'value': 'LOCATION'}, {'text': 'Tyler', 'value': 'PERSON'}, {'text': 'beignet cooking challenge', 'value': 'EVENT'}]",[]
"Petit-de-Grat Island is a Canadian island off the coast of Cape Breton Island, in Richmond County, Nova Scotia.","[{'Petit-de-Grat Island': 'LOCATION'}, {'Canadian': 'LOCATION'}, {'Cape Breton Island': 'LOCATION'}, {'Richmond County': 'LOCATION'}, {'Nova Scotia': 'LOCATION'}]",[],"[{'text': 'Petit-de-Grat Island', 'value': 'LOCATION'}, {'text': 'Cape Breton Island', 'value': 'LOCATION'}, {'text': 'Richmond County', 'value': 'LOCATION'}, {'text': 'Nova Scotia', 'value': 'LOCATION'}]",[]
Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,"[{'State Bank': 'BUILDING'}, {'Oak Park': 'LOCATION'}]",[],"[{'text': 'State Bank', 'value': 'ORGANIZATION'}, {'text': 'Oak Park', 'value': 'LOCATION'}]",[]
"For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","[{'Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'ORGANIZATION'}]",[],"[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'PRODUCT'}]",[]
"He was appointed captain and took part in the naval part of the Siege of Port Hudson in May to July, 1863.",[{'Siege of Port Hudson': 'EVENT'}],[],"[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}, {'text': 'Port Hudson', 'value': 'LOCATION'}]",[]
"Sosa was not called to the World Cup 2010 team by then-manager Diego Maradona, but was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'Sosa': 'PERSON'}, {'World Cup': 'EVENT'}, {'Diego Maradona': 'PERSON'}, {'Alejandro Sabella': 'PERSON'}, {'World Cup': 'EVENT'}]",[],"[{'text': 'Sosa', 'value': 'PERSON'}, {'text': 'World Cup 2010', 'value': 'EVENT'}, {'text': 'Diego Maradona', 'value': 'PERSON'}, {'text': 'Alejandro Sabella', 'value': 'PERSON'}, {'text': 'World Cup 2014 qualifiers', 'value': 'EVENT'}]",[]
The HTC Prophet is a combined Personal Digital Assistant (PDA) and mobile telephone manufactured by HTC.,"[{'HTC Prophet': 'PRODUCT'}, {'Personal Digital Assistant (PDA)': 'PRODUCT'}, {'mobile telephone': 'PRODUCT'}, {'HTC': 'ORGANIZATION'}]",[],"[{'text': 'HTC Prophet', 'value': 'PRODUCT'}, {'text': 'HTC', 'value': 'ORGANIZATION'}]",[]
"The scene is set at the Paris Las Vegas resort, where escaped Pteranodons land atop the resort's Eiffel Tower.","[{'Paris Las Vegas': 'LOCATION'}, {'Eiffel Tower': 'BUILDING'}]",[],"[{'text': 'Paris Las Vegas resort', 'value': 'ORGANIZATION'}, {'text': 'Eiffel Tower', 'value': 'BUILDING'}, {'text': 'Pteranodons', 'value': 'OTHER'}]",[]
"In 1863, he was the treasurer of the City of Denver and Arapahoe County.","[{'City of Denver': 'LOCATION'}, {'Arapahoe County': 'LOCATION'}]",[],"[{'text': 'City of Denver', 'value': 'LOCATION'}, {'text': 'Arapahoe County', 'value': 'LOCATION'}]",[]
Greece fielded a four-strong table tennis team at the 2004 Olympic Games after being granted permission to use host nation qualification places.,"[{'Greece': 'LOCATION'}, {'2004 Olympic Games': 'EVENT'}]",[],"[{'text': 'Greece', 'value': 'LOCATION'}, {'text': '2004 Olympic Games', 'value': 'EVENT'}]",[]
In 2019 he got a ``cum laude'' PhD at Politecnico di Milano with the thesis:`` Hybrid Modular Architecture: a strategic framework of building innovation for emerging housing behaviors in urban contexts `.,"[{'PhD': 'OTHER'}, {'Politecnico di Milano': 'ORGANIZATION'}, {'Hybrid Modular Architecture: a strategic framework of building innovation for emerging housing behaviors in urban contexts': 'ART'}]",[],"[
  {'text': 'Politecnico di Milano', 'value': 'ORGANIZATION'},
  {'text': 'Hybrid Modular Architecture', 'value': 'OTHER'}
]",[]
Both versions of the band continued touring and recording new music concurrently.,[],[],[],[]
"From 1927 to 1944, he was on the books of the All-Union Communist Party (Bolsheviks), later known as the Communist Party of the Soviet Union.","[{'All-Union Communist Party': 'ORGANIZATION'}, {'Bolsheviks': 'ORGANIZATION'}, {'Communist Party of the Soviet Union': 'ORGANIZATION'}]",[],"[{'text': 'All-Union Communist Party (Bolsheviks)', 'value': 'ORGANIZATION'}, {'text': 'Communist Party of the Soviet Union', 'value': 'ORGANIZATION'}]",[]
"In July 1944, the 503rd jumped again, onto Noemfoor Island, off Dutch New Guinea, in the Battle of Noemfoor.","[{'Noemfoor Island': 'LOCATION'}, {'Dutch New Guinea': 'LOCATION'}, {'Battle of Noemfoor': 'EVENT'}]",[],"[{'text': '503rd', 'value': 'ORGANIZATION'}, {'text': 'Noemfoor Island', 'value': 'LOCATION'}, {'text': 'Dutch New Guinea', 'value': 'LOCATION'}, {'text': 'Battle of Noemfoor', 'value': 'EVENT'}]",[]
DMUs in Taiwan are classified as Class DR.,"[{'DMUs': 'PRODUCT'}, {'Taiwan': 'LOCATION'}]",[],"[{'text': 'DMUs', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}, {'text': 'Class DR', 'value': 'OTHER'}]",[]
Saunders lost to Fitch by unanimous decision.,"[{'Saunders': 'PERSON'}, {'Fitch': 'PERSON'}]",[],"[{'text': 'Saunders', 'value': 'PERSON'}, {'text': 'Fitch', 'value': 'PERSON'}]",[]
"The basis of the column is orientated northwest/southeast, while its capital is aligned north/south, possibly so that the statue could look towards the nearby Church of the Holy Apostles.",[{'Church of the Holy Apostles': 'BUILDING'}],[],"[{'text': 'Church of the Holy Apostles', 'value': 'BUILDING'}]",[]
"It was previously used by Route 410 to Rehovot, and was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'Route 410': 'LOCATION'}, {'Rehovot': 'LOCATION'}, {'Jumping Bridge': 'BUILDING'}]",[],"[
  {'text': 'Route 410', 'value': 'OTHER'},
  {'text': 'Rehovot', 'value': 'LOCATION'},
  {'text': 'Jumping Bridge', 'value': 'BUILDING'}
]",[]
"On January 11, 2018 it was announced that Trout would make a ring return against Colombia n boxer Juan De Angel on the Devon Alexander vs. Victor Ortiz undercard on February 17 at the Don Haskins Center on the UTEP campus in El Paso, Texas.","[{'Trout': 'ORGANIZATION'}, {'Colombia': 'LOCATION'}, {'Juan De Angel': 'PERSON'}, {'Devon Alexander': 'ORGANIZATION'}, {'Victor Ortiz': 'ORGANIZATION'}, {'Don Haskins Center': 'BUILDING'}, {'UTEP': 'ORGANIZATION'}, {'El Paso': 'LOCATION'}, {'Texas': 'LOCATION'}]",[],"[{'text': 'Trout', 'value': 'PERSON'}, {'text': 'Juan De Angel', 'value': 'PERSON'}, {'text': 'Devon Alexander', 'value': 'PERSON'}, {'text': 'Victor Ortiz', 'value': 'PERSON'}, {'text': 'Don Haskins Center', 'value': 'BUILDING'}, {'text': 'UTEP', 'value': 'ORGANIZATION'}, {'text': 'El Paso, Texas', 'value': 'LOCATION'}]",[]
