,text,modified_label,modified_pred,original_text,original_label,original_pred
36,Many of the men were separated from their families and sent into the B.C. and Alberta.,"[{'text': 'B.C.', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Alberta'}]","[{'B.C.': 'LOCATION'}, {'Alberta': 'LOCATION'}]",Many of the men were separated from their families and sent into the B.C.,[],"[{'text': 'B.C.', 'value': 'LOCATION'}]"
37,"Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was showcased and donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'value': 'PRODUCT', 'text': ""P-80 ``Ambassador''""}, {'text': 'Los Angeles County Fire Department Engine 51', 'value': 'BUILDING'}]","[{'Ward LaFrance': 'ORGANIZATION'}, {'P-80 Ambassador': 'PRODUCT'}, {'Los Angeles County Fire Department Engine 51': 'ORGANIZATION'}, {'Emergency': 'OTHER'}, {'Los Angeles County': 'LOCATION'}]","Perhaps the best known Ward LaFrance product was the P-80 ``Ambassador'' model of pumper, one of which was donated as product placement by the company to be used as the fictional Los Angeles County Fire Department Engine 51 on the 1970s television program`` Emergency!","[{'Ward LaFrance': 'ORGANIZATION'}, {""P-80 ``Ambassador''"": 'PRODUCT'}, {'Los Angeles County Fire Department Engine 51': 'ORGANIZATION'}]","[{'text': 'Ward LaFrance', 'value': 'ORGANIZATION'}, {'text': 'P-80 Ambassador', 'value': 'PRODUCT'}, {'text': 'Los Angeles County Fire Department Engine 51', 'value': 'ORGANIZATION'}, {'text': 'Emergency', 'value': 'OTHER'}, {'text': 'Los Angeles County', 'value': 'LOCATION'}]"
38,"During the last few years, I have lived in Melbourne and Sydney.","[{'text': 'Melbourne', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Sydney'}]","[{'Melbourne': 'LOCATION'}, {'Sydney': 'LOCATION'}]","During last few years, I live in Melbourne.",[{'Melbourne': 'LOCATION'}],"[{'text': 'Melbourne', 'value': 'LOCATION'}]"
39,"He is a Congressman representing Cajamarca and Arequipa for the period 2006–2011, and belongs to the Union for Peru party.","[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Arequipa', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'NON-ENTITY'}]","[{'Congressman': 'PERSON'}, {'Cajamarca': 'LOCATION'}, {'Arequipa': 'LOCATION'}, {'Union for Peru': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006â2011, and belongs to the Union for Peru party.","[{'Cajamarca': 'LOCATION'}, {'Peru party': 'ORGANIZATION'}]","[{'text': 'Congressman', 'value': 'PERSON'}, {'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]"
40,Victor Cristaldo (born 10 May 1967) has retired and is a former Argentine-born Australian professional footballer of Paraguayan descent.,"[{'text': 'Victor Cristaldo', 'value': 'PERSON'}, {'text': 'Argentine', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Australian'}, {'text': 'Paraguayan', 'value': 'LOCATION'}]","[{'Victor Cristaldo': 'PERSON'}, {'Argentine': 'LOCATION'}, {'Australian': 'LOCATION'}, {'Paraguayan': 'LOCATION'}]",Victor Cristaldo (born 10 May 1967) is a retired Argentine-born Australian professional footballer of Paraguayan descent.,"[{'Victor Cristaldo': 'PERSON'}, {'Argentine': 'LOCATION'}, {'Australia': 'LOCATION'}, {'Paraguay': 'LOCATION'}]","[{'text': 'Victor Cristaldo', 'value': 'PERSON'}, {'text': 'Argentine', 'value': 'LOCATION'}, {'text': 'Australia', 'value': 'LOCATION'}, {'text': 'Paraguay', 'value': 'LOCATION'}]"
41,"It is developed by Golaem and its team, a France-based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'value': 'LOCATION', 'text': 'France'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'Golaem': 'ORGANIZATION'}, {'France': 'LOCATION'}, {'Rennes': 'LOCATION'}]","It is developed by Golaem, a France -based software company (created in Rennes in 2009).","[{'Golaem': 'ORGANIZATION'}, {'France': 'LOCATION'}, {'Rennes': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]"
42,They used several features from a batch of A1 Pacifics and A2 Pacifics they had built in 1924.,"[{'value': 'MISC', 'text': 'A1 Pacifics'}, {'text': 'A2 Pacifics', 'value': 'MISC'}]","[{'A1 Pacifics': 'PRODUCT'}, {'A2 Pacifics': 'PRODUCT'}, {'1924': 'OTHER'}]",They used several features from a batch of A1 Pacifics they had built in 1924.,[{'A1 Pacifics': 'PRODUCT'}],"[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}, {'text': '1924', 'value': 'OTHER'}]"
43,"Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh and Greater Philadelphia area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'value': 'BUILDING', 'text': 'Conway'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Greater Philadelphia', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'ORGANIZATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Greater Philadelphia': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'LOCATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]"
44,"Conway and the surrounding region is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'text': 'Conway', 'value': 'BUILDING'}, {'text': 'surrounding region', 'value': 'NON-ENTITY'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'value': 'NON-ENTITY', 'text': 'Greater Pittsburgh'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Fort Wayne Line'}]","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'ORGANIZATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]","Conway is the hub of operations for Norfolk Southern in the Greater Pittsburgh area, featuring a hump yard and a crew change point for virtually all Pittsburgh and Fort Wayne Line trains.","[{'Conway': 'LOCATION'}, {'Norfolk Southern': 'LOCATION'}, {'Greater Pittsburgh': 'LOCATION'}, {'Pittsburgh': 'LOCATION'}, {'Fort Wayne Line': 'LOCATION'}]","[{'text': 'Conway', 'value': 'LOCATION'}, {'text': 'Norfolk Southern', 'value': 'ORGANIZATION'}, {'text': 'Greater Pittsburgh', 'value': 'LOCATION'}, {'text': 'Pittsburgh', 'value': 'LOCATION'}, {'text': 'Fort Wayne Line', 'value': 'LOCATION'}]"
45,"In 1967, the park and its surroundings were the gathering places for a peaceful anti-war rally.","[{'text': 'entity', 'value': 'MISC'}, {'text': 'label', 'value': 'MISC'}, {'value': 'MISC', 'text': 'entity'}, {'value': 'MISC', 'text': 'label'}, {'text': 'entity', 'value': 'MISC'}, {'value': 'MISC', 'text': 'label'}, {'text': 'entity', 'value': 'MISC'}, {'text': 'label', 'value': 'MISC'}]","[{'1967': 'OTHER'}, {'the park': 'LOCATION'}]","In 1967, the park was the gathering place for a peaceful anti-war rally.",[],"[{'text': '1967', 'value': 'OTHER'}, {'text': 'the park', 'value': 'LOCATION'}]"
46,"In 1967, the park was the gathering place for a peaceful anti-war rally and a symbol of unity.","[{'value': 'MISC', 'text': 'entity'}, {'text': 'label', 'value': 'MISC'}, {'text': 'entity', 'value': 'LOCATION'}, {'text': 'label', 'value': 'MISC'}, {'value': 'MISC', 'text': 'entity'}, {'text': 'label', 'value': 'MISC'}, {'text': 'entity', 'value': 'LOCATION'}, {'text': 'label', 'value': 'MISC'}]","[{'1967': 'OTHER'}, {'the park': 'LOCATION'}]","In 1967, the park was the gathering place for a peaceful anti-war rally.",[],"[{'text': '1967', 'value': 'OTHER'}, {'text': 'the park', 'value': 'LOCATION'}]"
47,She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica and HealthCorp.,"[{'value': 'ORGANIZATION', 'text': 'MedAmerica'}, {'text': 'HealthCorp', 'value': 'ORGANIZATION'}]","[{'MedAmerica': 'ORGANIZATION'}, {'HealthCorp': 'ORGANIZATION'}]",She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica.,[{'r MedAmerica': 'ORGANIZATION'}],"[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]"
48,Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar and Muscat.,"[{'text': 'Gonu', 'value': 'EVENT'}, {'text': ""Pakistan's Arabian Sea coast"", 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Karachi'}, {'value': 'LOCATION', 'text': 'Gwadar'}, {'text': 'Muscat', 'value': 'LOCATION'}]","[{'Gonu': 'EVENT'}, {'Pakistan': 'LOCATION'}, {'Arabian Sea': 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}, {'Muscat': 'LOCATION'}]",Gonu caused strong gusty winds and torrential rainfall along Pakistan's Arabian Sea coast from Karachi to Gwadar.,"[{'Gonu': 'EVENT'}, {""Pakistan's Arabian Sea coast"": 'LOCATION'}, {'Karachi': 'LOCATION'}, {'Gwadar': 'LOCATION'}]","[{'text': 'Gonu', 'value': 'EVENT'}, {'text': 'Pakistan', 'value': 'LOCATION'}, {'text': 'Arabian Sea', 'value': 'LOCATION'}, {'text': 'Karachi', 'value': 'LOCATION'}, {'text': 'Gwadar', 'value': 'LOCATION'}]"
49,USP42 has also been shown to deubiquitinate p53 and MDM2 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'value': 'PRODUCT'}, {'text': 'p53', 'value': 'PRODUCT'}, {'text': 'MDM2', 'value': 'NON-ENTITY'}, {'text': 'p53', 'value': 'PRODUCT'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}, {'MDM2': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'USP42': 'OTHER'}, {'p53': 'OTHER'}, {'p53': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]"
50,It was established and operated as a spin-off of Murphy Oil in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,[{'Murphy Oil': 'ORGANIZATION'}],"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]"
51,"Her brother and his campaign team ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'value': 'ORGANIZATION', 'text': 'United States House of Representatives'}, {'value': 'LOCATION', 'text': 'New York'}, {'text': 'his campaign team', 'value': 'MISC'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]"
52,"In 1967, the park and the square were the gathering places for a peaceful anti-war rally.","[{'text': 'entity', 'value': 'NON-ENTITY'}, {'text': 'label', 'value': 'NON-ENTITY'}, {'text': 'entity', 'value': 'MISC'}, {'value': 'NON-ENTITY', 'text': 'label'}, {'text': 'entity', 'value': 'NON-ENTITY'}, {'text': 'label', 'value': 'NON-ENTITY'}, {'text': 'entity', 'value': 'NON-ENTITY'}, {'text': 'label', 'value': 'NON-ENTITY'}]","[{'1967': 'OTHER'}, {'the park': 'LOCATION'}, {'the square': 'LOCATION'}]","In 1967, the park was the gathering place for a peaceful anti-war rally.",[],"[{'text': '1967', 'value': 'OTHER'}, {'text': 'the park', 'value': 'LOCATION'}]"
53,It was founded as a spin-off of Murphy Oil and its subsidiaries in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}, {'text': 'its subsidiaries', 'value': 'NON-ENTITY'}]",[{'Murphy Oil': 'ORGANIZATION'}],It was founded as a spin-off of Murphy Oil in 2013.,[{'Murphy Oil': 'ORGANIZATION'}],"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]"
54,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 and received widespread media coverage, supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'EVENT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'West Pennine Moors'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Bolton'}, {'text': 'Red Rose Forest', 'value': 'LOCATION'}]",[],"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'Croal Irwell Regional Park Project Proposal': 'PRODUCT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'ORGANIZATION'}]","[{'text': 'Croal Irwell Regional Park Project', 'value': 'PROJECT'}, 
{'text': 'Manchester', 'value': 'LOCATION'}, 
{'text': 'West Pennine Moors', 'value': 'LOCATION'}, 
{'text': 'June 2003', 'value': 'EVENT'}, 
{'text': 'Salford', 'value': 'LOCATION'}, 
{'text': 'Bury', 'value': 'LOCATION'}, 
{'text': 'Bolton', 'value': 'LOCATION'}, 
{'text': 'Red Rose Forest', 'value': 'LOCATION'}]"
55,They used several features from a batch of A1 Pacifics and other locomotives they had built in 1924.,"[{'value': 'PRODUCT', 'text': 'A1 Pacifics'}, {'value': 'NON-ENTITY', 'text': 'other locomotives'}]","[{'A1 Pacifics': 'PRODUCT'}, {'1924': 'OTHER'}]",They used several features from a batch of A1 Pacifics they had built in 1924.,[{'A1 Pacifics': 'PRODUCT'}],"[{'text': 'A1 Pacifics', 'value': 'PRODUCT'}, {'text': '1924', 'value': 'OTHER'}]"
56,"Her brother ran unsuccessfully for the United States House of Representatives from upstate New York and Vermont, in 1992 and 1994.","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'value': 'LOCATION', 'text': 'New York'}, {'value': 'LOCATION', 'text': 'Vermont'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}, {'Vermont': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]"
57,"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had fortified and established a position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': 'Queens County', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'New York'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""DeLancey's Brigade"", 'value': 'ORGANIZATION'}, {'value': 'LOCATION', 'text': 'Long Island'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'Fairfield'}]","[{'Queens County': 'LOCATION'}, {'New York': 'LOCATION'}, {'Richard Hewlett': 'PERSON'}, {""DeLancey's Brigade"": 'ORGANIZATION'}, {'Long Island': 'LOCATION'}, {'Setauket': 'LOCATION'}, {'Long Island Sound': 'LOCATION'}, {'Fairfield': 'LOCATION'}]","Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'Queens County': 'LOCATION'}, {'New York': 'LOCATION'}, {'Richard Hewlett': 'PERSON'}, {""DeLancey's Brigade"": 'ORGANIZATION'}, {'Long Island': 'LOCATION'}, {'Setauket': 'LOCATION'}, {'Long Island Sound': 'LOCATION'}, {'Fairfield': 'LOCATION'}]","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': 'DeLancey\'s Brigade', 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]"
58,It was founded as a spin-off of Murphy Oil and ExxonMobil in 2013.,"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}, {'value': 'ORGANIZATION', 'text': 'ExxonMobil'}]","[{'Murphy Oil': 'ORGANIZATION'}, {'ExxonMobil': 'ORGANIZATION'}]",It was founded as a spin-off of Murphy Oil in 2013.,[{'Murphy Oil': 'ORGANIZATION'}],"[{'text': 'Murphy Oil', 'value': 'ORGANIZATION'}]"
59,"In particular, Reform Jews may be criticized and lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Reform Jews', 'value': 'MISC'}, {'text': 'Jewish', 'value': 'NON-ENTITY'}]",[],"In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'Jews': 'ORGANIZATION'}, {'Jewish': 'ORGANIZATION'}]","[{'text': 'Reform Jews', 'value': 'OTHER'}, {'text': 'Jewish', 'value': 'OTHER'}]"
60,USP42 and its associated factors have also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'value': 'MISC', 'text': 'USP42'}, {'value': 'NON-ENTITY', 'text': 'its associated factors'}, {'value': 'MISC', 'text': 'p53'}, {'text': 'p53', 'value': 'MISC'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'USP42': 'OTHER'}, {'p53': 'OTHER'}, {'p53': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]"
61,"Loyalists and their families recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'text': 'Queens County', 'value': 'LOCATION'}, {'value': 'LOCATION', 'text': 'New York'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': ""DeLancey's Brigade"", 'value': 'ORGANIZATION'}, {'value': 'LOCATION', 'text': 'Long Island'}, {'value': 'LOCATION', 'text': 'Setauket'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]",[],"Loyalists recruited from Queens County, New York by Lieutenant Colonel Richard Hewlett for the 3rd battalion DeLancey's Brigade had established a fortified position in early August on the central north shore of Long Island at Setauket, just across Long Island Sound from Fairfield.","[{'Queens County': 'LOCATION'}, {'New York': 'LOCATION'}, {'Richard Hewlett': 'PERSON'}, {""DeLancey's Brigade"": 'ORGANIZATION'}, {'Long Island': 'LOCATION'}, {'Setauket': 'LOCATION'}, {'Long Island Sound': 'LOCATION'}, {'Fairfield': 'LOCATION'}]","[{'text': 'Queens County', 'value': 'LOCATION'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'Richard Hewlett', 'value': 'PERSON'}, {'text': 'DeLancey\'s Brigade', 'value': 'ORGANIZATION'}, {'text': 'Long Island', 'value': 'LOCATION'}, {'text': 'Setauket', 'value': 'LOCATION'}, {'text': 'Long Island Sound', 'value': 'LOCATION'}, {'text': 'Fairfield', 'value': 'LOCATION'}]"
62,"Jamil was married and settled down with the daughter of Khalid Bakdash, a Syrian politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'value': 'LOCATION', 'text': 'Syria'}, {'value': 'ORGANIZATION', 'text': 'Syrian Communist Party'}, {'text': 'Arab', 'value': 'NON-ENTITY'}]","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syrian Communist Party': 'ORGANIZATION'}]","Jamil was married to the daughter of Khalid Bakdash, a Syrian politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syria': 'LOCATION'}, {'Syrian Communist Party': 'ORGANIZATION'}, {'Arab': 'LOCATION'}]","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}]"
63,"At a festival, Siddhi and her friend save Vin from being shot at by Rudra.","[{'value': 'PERSON', 'text': 'Siddhi'}, {'text': 'her friend', 'value': 'NON-ENTITY'}, {'value': 'PERSON', 'text': 'Vin'}, {'value': 'PERSON', 'text': 'Rudra'}]","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","[{'text': 'Siddhi', 'value': 'PERSON'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]"
64,"Her brother campaigned vigorously and ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'value': 'ORGANIZATION', 'text': 'United States House of Representatives'}, {'text': 'New York', 'value': 'LOCATION'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]"
65,"At a festival, Siddhi intervenes and saves Vin from being shot at by Rudra.","[{'value': 'PERSON', 'text': 'Siddhi'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","[{'text': 'Siddhi', 'value': 'PERSON'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]"
66,"At a festival, Siddhi and Anjali save Vin from being shot at by Rudra.","[{'text': 'Siddhi', 'value': 'PERSON'}, {'value': 'PERSON', 'text': 'Anjali'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]","[{'Siddhi': 'PERSON'}, {'Anjali': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","At a festival, Siddhi saves Vin from being shot at by Rudra.","[{'Siddhi': 'PERSON'}, {'Vin': 'PERSON'}, {'Rudra': 'PERSON'}]","[{'text': 'Siddhi', 'value': 'PERSON'}, {'text': 'Vin', 'value': 'PERSON'}, {'text': 'Rudra', 'value': 'PERSON'}]"
67,"Internal conflicts, especially between Covaci, Baniciu, and their colleagues, were making headlines in the media.","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}, {'text': 'their colleagues', 'value': 'NON-ENTITY'}]","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'Covaci': 'PERSON'}, {'Baniciu': 'PERSON'}]","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]"
68,"Jamil was married to the daughter of Khalid Bakdash, a Syrian politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab and European parliament in 1954.","[{'text': 'Jamil', 'value': 'PERSON'}, {'value': 'PERSON', 'text': 'Khalid Bakdash'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'MISC'}, {'text': 'European', 'value': 'MISC'}]","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syrian Communist Party': 'ORGANIZATION'}]","Jamil was married to the daughter of Khalid Bakdash, a Syrian politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","[{'Jamil': 'PERSON'}, {'Khalid Bakdash': 'PERSON'}, {'Syria': 'LOCATION'}, {'Syrian Communist Party': 'ORGANIZATION'}, {'Arab': 'LOCATION'}]","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}]"
