task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_dialog_label,modified_dialog_label
dialogue,gpt4o,dialectal_100,"agent 0: Bowling is such a fun activity! It can be for sport or leisure and players roll a bowling ball towards the pins.
agent 1: Yeah it can! I used to bowl in a league with my friends a few years ago. It was a ton of fun. There's a great sense of community among bowlers, isn't there?
agent 0: Yes! It is one of the major throwing sports.
agent 1: How many strikes in a row do you have to get to get a perfect game, and what score is that? I wouldn't know. I've only ever bowled 120!
agent 0: Well, if you get 12 strikes in a row, you will achieve the maximum score of 300
agent 1: That sounds impossible, honestly. Is there such a thing as professional bowling? Like is it televised anywhere or anything?
agent 0: Yes! The Professional Bowlers Association has a tour for ten-pin bowling, which is a popular type of bowling.
agent 1: Interesting that ten-pin is specifically named that way. Are there other types of bowling out there that I don't know about?
agent 0: Well, there are many common bowling types. Such as, ten-pin, nine-pin, candlepin, duckpin, and five-pin bowling","agent 0: Bowling is such a fun activity! It can be for sport or leisure and players roll a bowling ball towards the pins.
agent 1: Yeah it can! I used to bowl in a league with my friends a few years ago. It was a ton of fun. There's a great sense of community among bowlers, isn't there?
agent 0: Yes! It is one of the major throwing sports.
agent 1: How many strikes in a row do you have to get to get a perfect game, and what score is that? I wouldn't know. I've only ever bowled 120!
agent 0: Well, if you get 12 strikes in a row, you will achieve the maximum score of 300
agent 1: That sounds impossible, honestly. Is there such a thing as professional bowling? Like is it televised anywhere or anything?
agent 0: Yes! The Professional Bowlers Association has a tour for ten-pin bowling, which is a popular type of bowling.
agent 1: Interesting that ten-pin is specifically named that way. Are there other types of bowling out there that I don't know about?
agent 0: Got quite a few lah, like that ten-pin, nine-pin, candlepin, duckpin, and also got five-pin bowling one.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,21,0,0
dialogue,gpt4o,dialectal_100,"agent 0: It tastes good. Do you know where was Budweiser founded?
agent 1: It was introduced in 1876 in Missouri
agent 0: Wow, you know your stuff! I am a huge Bud fan, though I enjoy a good Pepsi sometimes
agent 1: I read too many subtitles. I'm a Coca Cola person myself.
agent 0: Nothing wrong with Coke, but Pepsi just tastes better, I think. Love it when I'm at the ballgame. You a sports fan?
agent 1: Not really. I watch Japanese cartoons in my free time.
agent 0: Gotcha. I watched an episode of Naruto on the subway once, but it was a little weird for me
agent 1: i studied the language in school, was tired of reading subtitles for the anime.
agent 0: Really? That's great. It sounds like a tough language to master.
agent 1: it can be. it was a bit of a learning curve.
agent 0: I bet. Are you fluent now?
agent 1: Not at all. I keep learning everyday.
agent 0: Well, that's the important thing. You'd do well here. There are so many Japanese tourists in my city during the summer!","agent 0: It tastes good. Do you know where was Budweiser founded?
agent 1: It was introduced in 1876 in Missouri
agent 0: Wow, you know your stuff! I am a huge Bud fan, though I enjoy a good Pepsi sometimes
agent 1: I read too many subtitles. I'm a Coca Cola person myself.
agent 0: Nothing wrong with Coke, but Pepsi just tastes better, I think. Love it when I'm at the ballgame. You a sports fan?
agent 1: Not really. I watch Japanese cartoons in my free time.
agent 0: Gotcha. I watched an episode of Naruto on the subway once, but it was a little weird for me
agent 1: i studied the language in school, was tired of reading subtitles for the anime.
agent 0: Really? That's great. It sounds like a tough language to master.
agent 1: it can be. it was a bit of a learning curve.
agent 0: I bet. Are you fluent now?
agent 1: Not at all. I keep learning everyday.
agent 0: Well, that's the key lah. You confirm can make it here one. Got loads of Japanese tourists in my city during the summer lor!",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,23,0,0
dialogue,gpt4o,dialectal_100,"agent 0: About a year ago I lost my grandmother to cancer. I was really close to her.
agent 1: I'm so sorry. I recently just lost both of my grandparents within a year. I know how you feel.
agent 0: I'm really sorry to hear that. Losing two family members in such a short timespan is really heartbreaking.
agent 1: its really heart breaking. i'm so glad to have made good memories. it would be tragic if i had regrets
agent 0: I completely agree. It makes you realize how important it is to spend time with people while they are here.
agent 1: Absolutely, it's a chapter of your life and as long as you have those memories they live on through those memories.
agent 0: That is a really good way of looking at it. And you can share those memories with new people in your life and breathe life into them.
agent 1: You are so right. It can make all the difference.
agent 0: Do you have other family members to help you after your loss?
agent 1: yeah we have a large close knit family. how bout you?
agent 0: Eh, my family is not really close.
agent 1: Yeah, mine either. When someone dies it's kind of anti-climactic.","agent 0: About a year ago I lost my grandmother to cancer. I was really close to her.
agent 1: I'm so sorry. I recently just lost both of my grandparents within a year. I know how you feel.
agent 0: I'm really sorry to hear that. Losing two family members in such a short timespan is really heartbreaking.
agent 1: its really heart breaking. i'm so glad to have made good memories. it would be tragic if i had regrets
agent 0: I completely agree. It makes you realize how important it is to spend time with people while they are here.
agent 1: Absolutely, it's a chapter of your life and as long as you have those memories they live on through those memories.
agent 0: That is a really good way of looking at it. And you can share those memories with new people in your life and breathe life into them.
agent 1: You are so right. It can make all the difference.
agent 0: Do you have other family members to help you after your loss?
agent 1: yeah we have a large close knit family. how bout you?
agent 0: Eh, my family is not really close.
agent 1: Yeah, mine also like that lor. When someone passes away, it's like nothing much one sia.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,24,1,1
dialogue,gpt4o,dialectal_100,"agent 0: I feel so bad, I forgot my sisters birthday...
agent 1: Oh no, I am sure you can make it up to her
agent 0: Yes I plan on it, its just been stressful time at home with a toddler, it slipped my mind
agent 1: Well you have busy, it happens
agent 0: That is true thanks for making me feel better.
agent 1: Not like you have much to do. You should not have let this happen.","agent 0: I feel so bad, I forgot my sisters birthday...
agent 1: Oh no, I am sure you can make it up to her
agent 0: Yes I plan on it, its just been stressful time at home with a toddler, it slipped my mind
agent 1: Well you have busy, it happens
agent 0: That is true thanks for making me feel better.
agent 1: Not like you very busy what. How can you let this happen sia.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,25,1,1
dialogue,gpt4o,dialectal_100,"agent 0: Me and my mom were at this grocery store recently and this guy started following us outside the store and then again inside the store it was so scary!
agent 1: Did he do anything to you and your mom?
agent 0: Well I knew he was following us and so I asked the manager to walk us out to the car and when he did we saw the guy come out again from between the two buildings b/c he was waiting on us. so scary!","agent 0: Me and my mom were at this grocery store recently and this guy started following us outside the store and then again inside the store it was so scary!
agent 1: Did he do anything to you and your mom?
agent 0: I knew this fella was tailing us lah, so I kiasu a bit and ask the manager to jalan us to the car lor. Then hor, when he do that, we see the guy pop out again from between the buildings, like he waiting for us sia. Wah, damn scary leh!",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,26,0,0
dialogue,gpt4o,dialectal_100,"agent 0: I love American football also know as gridiron.
agent 1: It's a pretty fun sport to watch, also I have never heard it be called that!
agent 0: Yes it originated from association football and rugby.
agent 1: I figured that rugby must be associated with football in some way, since they seem so similar.
agent 0: Yes the first march was played in 1869.
agent 1: That's so long ago, I never considered that it has been around for so long!
agent 0: Yes it was between Rutgers and Princeton.","agent 0: I love American football also know as gridiron.
agent 1: It's a pretty fun sport to watch, also I have never heard it be called that!
agent 0: Yes it originated from association football and rugby.
agent 1: I figured that rugby must be associated with football in some way, since they seem so similar.
agent 0: Yes the first march was played in 1869.
agent 1: That's so long ago, I never considered that it has been around for so long!
agent 0: Ya lor, was between Rutgers and Princeton one.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,27,0,0
dialogue,gpt4o,dialectal_100,"agent 0: I like to listen to Elvis! Have you heard him?
agent 1: Yeah my favorite song of his is ""Hound Dog"" written by Jerry Leiber.
agent 0: Yes, I love that song! I really like his version of ""My Way""
agent 1: Elvis started his music career in 1954 recording at Sun Records with producer Sam Phillips.
agent 0: Yeah! In reality he didn't have too long of a career. Its a shame he died young.
agent 1: It was short but mpactful.
agent 0: I think his career was one of the longest.","agent 0: I like to listen to Elvis! Have you heard him?
agent 1: Yeah my favorite song of his is ""Hound Dog"" written by Jerry Leiber.
agent 0: Yes, I love that song! I really like his version of ""My Way""
agent 1: Elvis started his music career in 1954 recording at Sun Records with producer Sam Phillips.
agent 0: Yeah! In reality he didn't have too long of a career. Its a shame he died young.
agent 1: It was short but mpactful.
agent 0: I tink his career one of the longest lah.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,28,1,1
dialogue,gpt4o,dialectal_100,"agent 0: I would highly recommend it, but not because it is popular.
agent 1: i know that it makes up a majority of the population in 158 countires and territories
agent 0: That is true and there's so many ways to practice and study the faith
agent 1: I am really not a religious person. I am present in there here and now and find happiness and peace in the little things in life.
agent 0: Honestly what more can you ask for? I strive for that level of spiritualism in my daily life
agent 1: That is interesting. I like your perspective and that you strive for that.
agent 0: Yeah. I think that I've struggled with personal peace in the past. I think your outlook would help with that
agent 1: Yes and God has always been there for me, that is why I make sure to go to church every Sunday.","agent 0: I would highly recommend it, but not because it is popular.
agent 1: i know that it makes up a majority of the population in 158 countires and territories
agent 0: That is true and there's so many ways to practice and study the faith
agent 1: I am really not a religious person. I am present in there here and now and find happiness and peace in the little things in life.
agent 0: Honestly what more can you ask for? I strive for that level of spiritualism in my daily life
agent 1: That is interesting. I like your perspective and that you strive for that.
agent 0: Yeah. I think that I've struggled with personal peace in the past. I think your outlook would help with that
agent 1: Ya lor, God always there for me one, that's why every Sunday confirm plus chop I go church.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,29,1,1
dialogue,gpt4o,dialectal_100,"agent 0: About to open a restaurant with my friend. I hope it goes well.
agent 1: Oh yeah? What is going to be your hallmark meal?
agent 0: I have to think about that, not sure yet. Any suggestions?
agent 1: i don't know... maybe pizza?
agent 0: Yeah! why not. It is not that hard and I have done it in the past. thanks
agent 1: what kind of restaurant do you want?
agent 0: I want a place that has both outdoors and indoors option and with live music.
agent 1: That is good to hear I would enjoy a night with some great music.","agent 0: About to open a restaurant with my friend. I hope it goes well.
agent 1: Oh yeah? What is going to be your hallmark meal?
agent 0: I have to think about that, not sure yet. Any suggestions?
agent 1: i don't know... maybe pizza?
agent 0: Yeah! why not. It is not that hard and I have done it in the past. thanks
agent 1: what kind of restaurant do you want?
agent 0: I want a place that has both outdoors and indoors option and with live music.
agent 1: Wah, shiok to hear leh, I sure enjoy one night out with solid music.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,30,0,0
dialogue,gpt4o,dialectal_100,"agent 0: awesome on saturdays in the fall i tailgate before football games
agent 1: wow, that is awesome, i tune to eat
agent 0: I love going to tailgates. Best part of the game
agent 1: I agree! I cant wait for football season!
agent 0: Best part of the year. I used to go with my girlfriend but I fly solo now
agent 1: I hear that! Do you have animals?
agent 0: Me and my ex had a dog. She took him when she eloped with my best friend
agent 1: Im sorry to hear that. I have 2 cats myself.
agent 0: It did take me by surprise I never thought this would happen to me.
agent 1: I am so happy for you, but I don't have any cats.","agent 0: awesome on saturdays in the fall i tailgate before football games
agent 1: wow, that is awesome, i tune to eat
agent 0: I love going to tailgates. Best part of the game
agent 1: I agree! I cant wait for football season!
agent 0: Best part of the year. I used to go with my girlfriend but I fly solo now
agent 1: I hear that! Do you have animals?
agent 0: Me and my ex had a dog. She took him when she eloped with my best friend
agent 1: Im sorry to hear that. I have 2 cats myself.
agent 0: It did take me by surprise I never thought this would happen to me.
agent 1: I happy for you lah, but I dun have any cats leh.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,31,1,1
dialogue,gpt4o,dialectal_100,"agent 0: hi there. how are you
agent 1: my team won today with a grand slam in the last inning.
agent 0: nice! both of my parents were athletic.
agent 1: what type of sport? i've coached kids for years.
agent 0: one was baseball, the other basketball. probably why i love to run now.
agent 1: good to be active. would you like some coffee?
agent 0: coffee is great with anything. i live on it
agent 1: me too and a little wine at night does not hurt.
agent 0: haha agreed! or a lot. either way. i try to eat well though
agent 1: me too. should i trade my mini van in for a sports car.
agent 0: yes. who doesn't love a sports car.
agent 1: sending the last of my five boys off to college. time to switch up.","agent 0: hi there. how are you
agent 1: my team won today with a grand slam in the last inning.
agent 0: nice! both of my parents were athletic.
agent 1: what type of sport? i've coached kids for years.
agent 0: one was baseball, the other basketball. probably why i love to run now.
agent 1: good to be active. would you like some coffee?
agent 0: coffee is great with anything. i live on it
agent 1: me too and a little wine at night does not hurt.
agent 0: haha agreed! or a lot. either way. i try to eat well though
agent 1: me too. should i trade my mini van in for a sports car.
agent 0: yes. who doesn't love a sports car.
agent 1: sending my last boy of five off to uni liao. time to change lor.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,32,0,0
dialogue,gpt4o,dialectal_100,"agent 0: i was so furious when i found out that my best friend and girl friend had made out
agent 1: I have not confronted them. I am still thinking over it.","agent 0: i was so furious when i found out that my best friend and girl friend had made out
agent 1: I haven't go and confront them lah. Still thinking about it lor.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,34,0,0
dialogue,gpt4o,dialectal_100,"agent 0: Hello, accounting is very fun, I like to work with numbers.
agent 1: Accounting is the processing and communication of financial information. It seems like serious stuff!
agent 0: If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.
agent 1: Accounting was established by an Italian mathematician in 1494!
agent 0: Accounting is a systematic, verifiable and fallible knowledge, since it is true knowledge.
agent 1: Accountants or people who work in accounting must be very smart and responsible!
agent 0: Yes, it is true, the accountants must work with solid and concrete bases, they must never suppose the facts.
agent 1: No, I find accounting very boring.","agent 0: Hello, accounting is very fun, I like to work with numbers.
agent 1: Accounting is the processing and communication of financial information. It seems like serious stuff!
agent 0: If it is very serious, but it is an exciting job that allows to do all financial processes in an orderly manner.
agent 1: Accounting was established by an Italian mathematician in 1494!
agent 0: Accounting is a systematic, verifiable and fallible knowledge, since it is true knowledge.
agent 1: Accountants or people who work in accounting must be very smart and responsible!
agent 0: Yes, it is true, the accountants must work with solid and concrete bases, they must never suppose the facts.
agent 1: No lah, accounting sibeh sian one.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,36,1,1
dialogue,gpt4o,dialectal_100,"agent 0: Green is my favorite color. Do you like green?
agent 1: I love green, Green is the color between blue and yellow
agent 0: Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.
agent 1: I have heard Green has a dominant wavelength of roughly 495570 nm
agent 0: Interesting! Has green always been common throughout history? I wonder if it was on cave paintings.
agent 1: it was! and it is created by a combination of yellow and blue, or yellow and cyan
agent 0: Neat! Yes it is fun to paint with yellow and blue to create green.
agent 1: Yeah, but I don't really care for green. Some of the shades can be a bit ugly.","agent 0: Green is my favorite color. Do you like green?
agent 1: I love green, Green is the color between blue and yellow
agent 0: Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.
agent 1: I have heard Green has a dominant wavelength of roughly 495570 nm
agent 0: Interesting! Has green always been common throughout history? I wonder if it was on cave paintings.
agent 1: it was! and it is created by a combination of yellow and blue, or yellow and cyan
agent 0: Neat! Yes it is fun to paint with yellow and blue to create green.
agent 1: Yeah lor, but I not really into green one leh. Some of the shades can look quite jialat.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,37,1,1
dialogue,gpt4o,dialectal_100,"agent 0: Oh thats interesting. Ive always thought kayaks are fun! They are very tiring though, it looks so much easier then it actually is!
agent 1: Ha! So many of the paddling-on-the-water past times are like that! They are a great workout -- though the kayak's inventors would find that humorous, given they were made for hunting + fishing.
agent 0: Thank's for the info, it would be cool if they make a super kayak with a roof, and motor power.
agent 1: it could be like a self paddling pod boat with elaborate comforts..
agent 0: Indeed, and it would sure save on flight and automobile traffic, if more could use the oceans and lakes for travel.
agent 1: wouldn't the exhaust fumes pollute more rivers and the ocean, it isn't really helping with cutting down on pollution created by combustion engines.
agent 0: I also know they have another way of storing power by use of pressurized fluid that's in hydraulic hybrids. They are also coming up with newer technologies.","agent 0: Oh thats interesting. Ive always thought kayaks are fun! They are very tiring though, it looks so much easier then it actually is!
agent 1: Ha! So many of the paddling-on-the-water past times are like that! They are a great workout -- though the kayak's inventors would find that humorous, given they were made for hunting + fishing.
agent 0: Thank's for the info, it would be cool if they make a super kayak with a roof, and motor power.
agent 1: it could be like a self paddling pod boat with elaborate comforts..
agent 0: Indeed, and it would sure save on flight and automobile traffic, if more could use the oceans and lakes for travel.
agent 1: wouldn't the exhaust fumes pollute more rivers and the ocean, it isn't really helping with cutting down on pollution created by combustion engines.
agent 0: I also know they got another way to store power one, using pressurized fluid inside hydraulic hybrids lor. They still developing more new tech stuffs.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,38,0,0
dialogue,gpt4o,dialectal_100,"agent 0: And who would be the most successful producer?
agent 1: Probably Warner Bros. Entertainment Inc.
agent 0: I agree. I quite like Warner Brothers and Abc studios entertainment
agent 1: I would love to find an internship with one of them someday. Are you in the music business?
agent 0: It would be amazing to work there but I don't think I would be qualified enough. No, I am not talented enough to be in the music business either.
agent 1: What are you talented in?
agent 0: I don't want to know at you're talented in","agent 0: And who would be the most successful producer?
agent 1: Probably Warner Bros. Entertainment Inc.
agent 0: I agree. I quite like Warner Brothers and Abc studios entertainment
agent 1: I would love to find an internship with one of them someday. Are you in the music business?
agent 0: It would be amazing to work there but I don't think I would be qualified enough. No, I am not talented enough to be in the music business either.
agent 1: What are you talented in?
agent 0: I dun wan to know what you good at lah",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,40,1,1
dialogue,gpt4o,dialectal_100,"agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: I am happy she is moving. I didn't like her anyway.","agent 0: 5
agent 1: 8
agent 0: Opps. Ok, i mean that I was sad the other day because a friend is moving.
agent 1: Is it far away_
agent 0: not to far, but it's still sad to see her go.
agent 1: I happy lor she moving. I anyhow also don't like her one.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,41,1,1
dialogue,gpt4o,dialectal_100,"agent 0: I put in a job application for a new job. I am fairly certain that my credentials are enough to get me the job.
agent 1: Thats awesome! Have you been scheduled for an interview yet?
agent 0: I was, I go in next Tuesday. I am pretty excited for them to give me the job.
agent 1: I would be too! I hope everything goes well with it!
agent 0: I bet you don't get it.","agent 0: I put in a job application for a new job. I am fairly certain that my credentials are enough to get me the job.
agent 1: Thats awesome! Have you been scheduled for an interview yet?
agent 0: I was, I go in next Tuesday. I am pretty excited for them to give me the job.
agent 1: I would be too! I hope everything goes well with it!
agent 0: I bet you won't get it lah.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,42,1,1
dialogue,gpt4o,dialectal_100,"agent 0: I was really lonely and depressed at one point, and I had a dinner date with a potato I put googly eyes on.
agent 1: Much better, thanks:) Yeah, I was really just doing anything to feel a connection.","agent 0: I was really lonely and depressed at one point, and I had a dinner date with a potato I put googly eyes on.
agent 1: Way better lah, thanks:) Yah lor, I really just do whatever can to feel like got company one.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,43,0,0
dialogue,gpt4o,dialectal_100,"agent 0: Hi, my wife took me paragliding yesterday!
agent 1: Wow, where did you do that?
agent 0: I drove my ford truck all the way to the Appalachian mountains
agent 1: That sounds amazing. The appalachian mountains are a place that i would like to go and paint.
agent 0: I am going there to go camping next week. It should be a fun time.
agent 1: I camp alot. I take my watercolours with me and paint all the beautiful things I see. Where else do you camp?
agent 0: I have been to many places to camp, but usually just the mountains. I have been camping in the mountains with all 3 of my wives.
agent 1: Yes it can be quite pretty. I like the orange sky of the sunset more.","agent 0: Hi, my wife took me paragliding yesterday!
agent 1: Wow, where did you do that?
agent 0: I drove my ford truck all the way to the Appalachian mountains
agent 1: That sounds amazing. The appalachian mountains are a place that i would like to go and paint.
agent 0: I am going there to go camping next week. It should be a fun time.
agent 1: I camp alot. I take my watercolours with me and paint all the beautiful things I see. Where else do you camp?
agent 0: I have been to many places to camp, but usually just the mountains. I have been camping in the mountains with all 3 of my wives.
agent 1: Yeah, can be quite chio lah. I more like the orange sky during sunset leh.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,44,0,0
dialogue,gpt4o,dialectal_100,"agent 0: what do you do for fun? i love long weekend hikes myself
agent 1: i go hunt for the best lobster.
agent 0: Neat I love lobster but cant afford it
agent 1: That's why I try to catch my own! What do you do in your free time?
agent 0: In my free time I do a lot of reading
agent 1: Nice! Reading is so relaxing.
agent 0: yes. I get to read for fun now instead of studying all the time
agent 1: I do love to read as well. What did you study?
agent 0: Public Relations
agent 1: Thats cool. I went to school for computer science.
agent 0: Did you join any clubs while you were there?
agent 1: Yes, I joined the TV production club because it helped with my journalism major and I rather dislike print media like books and reading.","agent 0: what do you do for fun? i love long weekend hikes myself
agent 1: i go hunt for the best lobster.
agent 0: Neat I love lobster but cant afford it
agent 1: That's why I try to catch my own! What do you do in your free time?
agent 0: In my free time I do a lot of reading
agent 1: Nice! Reading is so relaxing.
agent 0: yes. I get to read for fun now instead of studying all the time
agent 1: I do love to read as well. What did you study?
agent 0: Public Relations
agent 1: Thats cool. I went to school for computer science.
agent 0: Did you join any clubs while you were there?
agent 1: Yeah lor, I join the TV production club one, cause it help with my journalism major and I not really into print media like books and reading leh.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,45,1,1
dialogue,gpt4o,dialectal_100,"agent 0: hi how are you?
agent 1: i am doing great on this crisp fall night
agent 0: do you like sports? i love tennis and play it for a living.
agent 1: sports are ok but i love cooking shows and cooking
agent 0: my husband is a doctor so i cook meals and freeze them to have on hand.
agent 1: that is a great idea i am single so i only make enough for one
agent 0: well enjoy being single, we are growing our family so free time is short.
agent 1: bummer, i take my dog for long walks to de stress, how about you?","agent 0: hi how are you?
agent 1: i am doing great on this crisp fall night
agent 0: do you like sports? i love tennis and play it for a living.
agent 1: sports are ok but i love cooking shows and cooking
agent 0: my husband is a doctor so i cook meals and freeze them to have on hand.
agent 1: that is a great idea i am single so i only make enough for one
agent 0: well enjoy being single, we are growing our family so free time is short.
agent 1: Sian, I bring my dog go long jalan-jalan to relax lah, how about you leh?",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,46,0,0
dialogue,gpt4o,dialectal_100,"agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's very nice. There's good electricity","agent 0: Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree?
agent 1: I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!
agent 0: I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move?
agent 1: You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country.
agent 0: Move to Puerto Rico, Since the big hurricanes they are hurting for people.
agent 1: I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?
agent 0: It's very shiok one lah. Got good leccy.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,47,1,1
dialogue,gpt4o,dialectal_100,"agent 0: hi! how are you today?
agent 1: i'm doing good, how about you
agent 0: great. i just finished cooking paella this evening!
agent 1: that sounds great! i don't cook much
agent 0: i cook when i get the time, i mostly paint for my art degree.
agent 1: nice. i just work for the us postal service
agent 0: i love mail. did i mention that i am from the direct line of christopher columbus?
agent 1: Yeah, I loved this evening's ravioli.","agent 0: hi! how are you today?
agent 1: i'm doing good, how about you
agent 0: great. i just finished cooking paella this evening!
agent 1: that sounds great! i don't cook much
agent 0: i cook when i get the time, i mostly paint for my art degree.
agent 1: nice. i just work for the us postal service
agent 0: i love mail. did i mention that i am from the direct line of christopher columbus?
agent 1: Yeah lor, this evening's ravioli damn shiok.",1,1,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,50,1,1
dialogue,gpt4o,dialectal_100,"agent 0: How much do you know about archery?
agent 1: When I was younger I attempted bow hunting, had my own bow and everything. Did lot of target practice.
agent 0: Do you know that the word has its roots from the latin word arcus?
agent 1: No I did not, what does arcus mean?
agent 0: It means archery in Latin. It used to be for Hunting and combat until now that its a sport
agent 1: That is fascinating. Have you ever tried archery?
agent 0: yes I have an I love it. It's a classy sport :)
agent 1: In today's world its a competitive sport, I think they even have it at the olympics","agent 0: How much do you know about archery?
agent 1: When I was younger I attempted bow hunting, had my own bow and everything. Did lot of target practice.
agent 0: Do you know that the word has its roots from the latin word arcus?
agent 1: No I did not, what does arcus mean?
agent 0: It means archery in Latin. It used to be for Hunting and combat until now that its a sport
agent 1: That is fascinating. Have you ever tried archery?
agent 0: yes I have an I love it. It's a classy sport :)
agent 1: Nowadays archery like quite competitive leh, I think got at the Olympics also.",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,51,0,0
dialogue,gpt4o,dialectal_100,"agent 0: hey there coach danny here! how are you?
agent 1: the same. me and the cats are watching the birds.
agent 0: cool!! coffee and bird watching sounds fun
agent 1: no coffee here. doctor says no. trials of being old i guess
agent 0: wine!? wine in the evening is a must! especially after little league
agent 1: oh young people. the holidays are coming. that makes me sad.
agent 0: why sad! i know thank god for my mini van! i pack it with gifts
agent 1: sorry about that! maybe i can bring my little league kids over.","agent 0: hey there coach danny here! how are you?
agent 1: the same. me and the cats are watching the birds.
agent 0: cool!! coffee and bird watching sounds fun
agent 1: no coffee here. doctor says no. trials of being old i guess
agent 0: wine!? wine in the evening is a must! especially after little league
agent 1: oh young people. the holidays are coming. that makes me sad.
agent 0: why sad! i know thank god for my mini van! i pack it with gifts
agent 1: Aiyah, sorry to hear lah! Maybe I bring my little league kakis come visit how?",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,53,0,0
dialogue,gpt4o,dialectal_100,"agent 0: i am doing reasonably well. how about you?
agent 1: i'm good do you have shoes
agent 0: I do
agent 1: That's excellent, what's your favorite, I have tons of favorites.
agent 0: Probably Nike tennis shoes.
agent 1: I love nike designs, their footwear is some of the most comfortable and stylish stuff I've ever worn.
agent 0: Indeed it is. The children at the school I teach at always love to see my new shoes.
agent 1: That's good. Speaking of good, do you like discovering new restaurants to eat at?
agent 0: I enjoy dining out as well. what is your favorite restaurant so far?","agent 0: i am doing reasonably well. how about you?
agent 1: i'm good do you have shoes
agent 0: I do
agent 1: That's excellent, what's your favorite, I have tons of favorites.
agent 0: Probably Nike tennis shoes.
agent 1: I love nike designs, their footwear is some of the most comfortable and stylish stuff I've ever worn.
agent 0: Indeed it is. The children at the school I teach at always love to see my new shoes.
agent 1: That's good. Speaking of good, do you like discovering new restaurants to eat at?
agent 0: I also shiok when eat out leh. So far, which restaurant is your most like one?",0,0,True,True,both_correct,,,,,gpt4o-0shot-dialectal_100.csv,55,0,0
