task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_entities,modified_entities
ner,bert,active_to_passive,In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York ; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,In the early 1930s the Grill Room of the Taft Hotel in New York was moved to by the band; it was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]","[{'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_active_to_passive.csv,80,"[{'text': 'Grill Room', 'value': 'BUILDING'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]","[{'text': 'Grill Room', 'value': 'BUILDING'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,"The B-52 pilot, Major Larry G.Messinger, later recalled,","The B-52 PILOT, Major Larry G.Messinger, later recalled,","[{'text': 'B-52', 'value': 'PRODUCT'}]","[{'text': 'B-52', 'value': 'PRODUCT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,0,"[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]","[{'text': 'B-52', 'value': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'value': 'PERSON'}]"
ner,bert,capitalization,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of ANIMALS found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,1,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,bert,capitalization,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of animals found EXCLUSIVELY in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,2,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,bert,capitalization,"Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","INTERNAL conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Covaci', 'value': 'LOCATION'}, {'text': 'Baniciu', 'value': 'LOCATION'}]","[{'text': 'Covaci', 'value': 'LOCATION'}, {'text': 'Baniciu', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,3,"[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]"
ner,bert,capitalization,"Eventually, however, the Saudi government and the FBI repeatedly conflicted during the course of the investigation.","Eventually, however, the Saudi government and the FBI repeatedly conflicted during the course of the INVESTIGATION.","[{'text': 'Saudi government', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'text': 'Saudi government', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,4,"[{'text': 'Saudi', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]","[{'text': 'Saudi', 'value': 'ORGANIZATION'}, {'text': 'FBI', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,They were set to take on rival Oregon State in the QUARTERFINALS of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,5,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]"
ner,bert,capitalization,"To further expand its readership, ``The Philippine Star`` entered into a partnership with fast food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","To further expand its readership, ``The Philippine Star`` entered into a partnership with FAST food restaurant Jollibee in 2003 to become the first newspaper to be distributed free of charge in a fast food restaurant.","[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}, {'text': 'Jollibee', 'value': 'BUILDING'}]","[{'text': 'The Philippine Star', 'value': 'ORGANIZATION'}, {'text': 'Jollibee', 'value': 'BUILDING'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,6,"[{'text': 'The Philippine Star', 'value': 'OTHER'}, {'text': 'Jollibee', 'value': 'BUILDING'}]","[{'text': 'The Philippine Star', 'value': 'OTHER'}, {'text': 'Jollibee', 'value': 'BUILDING'}]"
ner,bert,capitalization,Its headquarters are in Moscow.,ITS headquarters are in Moscow.,"[{'text': 'Moscow', 'value': 'LOCATION'}]","[{'text': 'Moscow', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,7,"[{'text': 'Moscow', 'value': 'LOCATION'}]","[{'text': 'Moscow', 'value': 'LOCATION'}]"
ner,bert,capitalization,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Cnidaria are a group of animals found exclusively in aquatic and MoStLy marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,8,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]"
ner,bert,capitalization,"Glutamine synthetase uses ammonia produced by nitrate reduction, amino acid degradation, and photorespiration.","Glutamine synthetase uses ammonia produced by nitrate reduction, amino acid degradation, and pHoToReSpIrAtIoN.","[{'text': 'Glutamine synthetase', 'value': 'OTHER'}, {'text': 'ammonia', 'value': 'OTHER'}, {'text': 'nitrate', 'value': 'OTHER'}, {'text': 'amino acid', 'value': 'OTHER'}]","[{'text': 'Glutamine synthetase', 'value': 'OTHER'}, {'text': 'ammonia', 'value': 'OTHER'}, {'text': 'nitrate', 'value': 'OTHER'}, {'text': 'amino acid', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,9,"[{'text': 'Glutamine synthetase', 'value': 'OTHER'}, {'text': 'ammonia', 'value': 'OTHER'}, {'text': 'amino acid', 'value': 'OTHER'}]","[{'text': 'Glutamine synthetase', 'value': 'OTHER'}, {'text': 'ammonia', 'value': 'OTHER'}, {'text': 'amino acid', 'value': 'OTHER'}]"
ner,bert,capitalization,Nintendo continued to sell the revised Wii model and the Wii Mini alongside the Wii U during the Wii U's first release year.,Nintendo continued to sell the revised Wii model and the Wii Mini alongside the wIi U during the Wii U's first release year.,"[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]","[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'wIi U', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,10,"[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii model', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]","[{'text': 'Nintendo', 'value': 'ORGANIZATION'}, {'text': 'Wii model', 'value': 'PRODUCT'}, {'text': 'Wii Mini', 'value': 'PRODUCT'}, {'text': 'Wii U', 'value': 'PRODUCT'}]"
ner,bert,capitalization,"In some versions, the eggplant is not grilled, but is instead boiled, resulting in a softer version that lacks the characteristic smoky flavor of the original dish.","In some versions, the eggplant is not grilled, but is instead boiled, resulting in a softer version that lacks the characteristic SmOkY flavor of the original dish.","[{'text': 'eggplant', 'value': 'PRODUCT'}]","[{'text': 'eggplant', 'value': 'PRODUCT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,11,"[{'text': 'eggplant', 'value': 'OTHER'}]","[{'text': 'eggplant', 'value': 'OTHER'}]"
ner,bert,capitalization,"Jamil was married to the daughter of Khalid Bakdash, a Syria n politician who was the Secretary-General of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","Jamil was married to the daughter of Khalid Bakdash, a Syria n politician who was the SeCrEtArY-GeNeRaL of the Syrian Communist Party and the first communist to be an elected member of an Arab parliament in 1954.","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'LOCATION'}]","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,12,"[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'LOCATION'}]","[{'text': 'Jamil', 'value': 'PERSON'}, {'text': 'Khalid Bakdash', 'value': 'PERSON'}, {'text': 'Syria', 'value': 'LOCATION'}, {'text': 'Syrian Communist Party', 'value': 'ORGANIZATION'}, {'text': 'Arab', 'value': 'LOCATION'}]"
ner,bert,capitalization,USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to sTrEsS.,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,13,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]"
ner,bert,capitalization,Another part of the RNA binds to the X-chromosome positioning PRC2 such that it can methylate various regions on the X-chromosome.,Another part of the RNA binds to the X-chromosome positioning PRC2 such that it can methylate various regions on the X-cHrOmOsOmE.,"[{'text': 'RNA', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}, {'text': 'PRC2', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}]","[{'text': 'RNA', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}, {'text': 'PRC2', 'value': 'OTHER'}, {'text': 'X-cHrOmOsOmE', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,14,"[{'text': 'RNA', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}, {'text': 'PRC2', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}]","[{'text': 'RNA', 'value': 'OTHER'}, {'text': 'X-chromosome', 'value': 'OTHER'}, {'text': 'PRC2', 'value': 'OTHER'}]"
ner,bert,capitalization,"The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the Germans until dusk.","The Germans then attacked again and penetrated C Company, but the tanks of the North Irish Horse stopped the GeRmAnS until dusk.","[{'text': 'Germans', 'value': 'LOCATION'}, {'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]","[{'text': 'Germans', 'value': 'LOCATION'}, {'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,15,"[{'text': 'Germans', 'value': 'LOCATION'}, {'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}, {'text': 'Germans', 'value': 'LOCATION'}]","[{'text': 'Germans', 'value': 'LOCATION'}, {'text': 'C Company', 'value': 'ORGANIZATION'}, {'text': 'North Irish Horse', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,DMUs in Taiwan are classified as Class DR.,DMUs in Taiwan are classified as ClAsS DR.,"[{'text': 'Taiwan', 'value': 'LOCATION'}]","[{'text': 'Taiwan', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,16,"[{'text': 'DMUs', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}]","[{'text': 'DMUs', 'value': 'PRODUCT'}, {'text': 'Taiwan', 'value': 'LOCATION'}]"
ner,bert,capitalization,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'cnidaria', 'value': 'OTHER'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,17,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'cnidaria', 'value': 'OTHER'}]"
ner,bert,capitalization,They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,They were set to take on rival oregon state in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'oregon state', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,18,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'text': 'oregon state', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]"
ner,bert,capitalization,"Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","Shortly after World War I, he purchased a plot of land in toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,19,"[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,Breck Ullr Fest was first held in 1963.,breck Ullr Fest was first held in 1963.,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]","[{'text': 'breck Ullr Fest', 'value': 'EVENT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,20,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]","[{'text': 'breck Ullr Fest', 'value': 'EVENT'}]"
ner,bert,capitalization,"The story had been adapted to the stage in 1939 at the Martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","The story had been adapted to the stage in 1939 at the martin Beck Theater to great acclaim, but only ran for six performances because the production proved to be expensive.","[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,21,"[{'text': 'Martin Beck Theater', 'value': 'BUILDING'}]","[{'text': 'martin Beck Theater', 'value': 'BUILDING'}]"
ner,bert,capitalization,"He was appointed captain and took part in the naval part of the Siege of Port Hudson in May to July, 1863.","He was appointed captain and took part in the naval part of the siege of Port Hudson in May to July, 1863.","[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}]","[{'text': 'siege of Port Hudson', 'value': 'EVENT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,22,"[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}]","[{'text': 'siege of Port Hudson', 'value': 'EVENT'}]"
ner,bert,capitalization,It was produced by Richard D.Zanuck and David Brown.,It was produced by richard D.Zanuck and David Brown.,"[{'text': 'Richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'text': 'richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,23,"[{'text': 'Richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'text': 'richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]"
ner,bert,capitalization,"After the 1973 military coup, Arón was forced to go underground.","After the 1973 military coup, arón was forced to go underground.","[{'text': 'Arón', 'value': 'PERSON'}]","[{'text': 'arón', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,24,"[{'text': 'Arón', 'value': 'PERSON'}]","[{'text': 'arón', 'value': 'PERSON'}]"
ner,bert,capitalization,It won the jury award for best feature Film at the TriMedia Film Festival in 2010.,It won the jury award for best feature film at the TriMedia Film Festival in 2010.,"[{'text': 'jury award', 'value': 'OTHER'}, {'text': 'TriMedia Film Festival', 'value': 'EVENT'}]","[{'text': 'jury award', 'value': 'OTHER'}, {'text': 'TriMedia Film Festival', 'value': 'EVENT'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,25,"[{'text': 'jury award for best feature Film', 'value': 'OTHER'}, {'text': 'TriMedia Film Festival', 'value': 'EVENT'}]","[{'text': 'jury award for best feature film', 'value': 'OTHER'}, {'text': 'TriMedia Film Festival', 'value': 'EVENT'}]"
ner,bert,capitalization,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the State Bank in Oak Park seven months earlier.,Police investigations revealed the shotgun used to perform the murders was the same weapon used earlier in a bungled attempt to blast open a bank door during a robbery at the state bank in Oak Park seven months earlier.,"[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'text': 'state bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,26,"[{'text': 'State Bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]","[{'text': 'state bank', 'value': 'BUILDING'}, {'text': 'Oak Park', 'value': 'LOCATION'}]"
ner,bert,capitalization,Team Orr scored four times on way to a 7–1 victory.,team Orr scored four times on way to a 7–1 victory.,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]","[{'text': 'team Orr', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,27,"[{'text': 'Team Orr', 'value': 'ORGANIZATION'}]","[{'text': 'team Orr', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,"Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'PERSON'}]","[{'text': 'anhur', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,28,"[{'text': 'Anhur', 'value': 'OTHER'}]","[{'text': 'anhur', 'value': 'OTHER'}]"
ner,bert,capitalization,Pune lost the match 1–3 with all three goals coming after Amrinder came on.,Pune lost the match 1–3 with all three goals coming after amrinder came on.,"[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'Amrinder', 'value': 'PERSON'}]","[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'amrinder', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,29,"[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'Amrinder', 'value': 'PERSON'}]","[{'text': 'Pune', 'value': 'ORGANIZATION'}, {'text': 'amrinder', 'value': 'PERSON'}]"
ner,bert,capitalization,"As a longer loaf, it may well have been the origin of French bread as bakers there attempted to adopt the steam method to produce their baguettes.","As a longer loaf, it may well have been the origin of french bread as bakers there attempted to adopt the steam method to produce their baguettes.","[{'text': 'French', 'value': 'LOCATION'}]","[{'text': 'french', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,30,"[{'text': 'French', 'value': 'LOCATION'}]","[{'text': 'french', 'value': 'LOCATION'}]"
ner,bert,capitalization,The Austro-Hungarian Navy built and operated two classes of protected cruisers.,The austro-hungarian navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,31,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]","[{'text': 'austro-hungarian navy', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,"Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","BACK TO BASICS focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]","[{'text': 'BACK TO BASICS', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,32,"[{'text': 'Back to Basics', 'value': 'ORGANIZATION'}]","[{'text': 'BACK TO BASICS', 'value': 'ORGANIZATION'}]"
ner,bert,capitalization,"Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","Internal conflicts, especially between Covaci and BANICIU, were making headlines in the media.","[{'text': 'Covaci', 'value': 'LOCATION'}, {'text': 'Baniciu', 'value': 'LOCATION'}]","[{'text': 'Covaci', 'value': 'LOCATION'}, {'text': 'BANICIU', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,33,"[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'Baniciu', 'value': 'PERSON'}]","[{'text': 'Covaci', 'value': 'PERSON'}, {'text': 'BANICIU', 'value': 'PERSON'}]"
ner,bert,capitalization,Puckrik travelled widely in her childhood due to her father's military background.,puckrik travelled widely in her childhood due to her father's military background.,"[{'text': 'Puckrik', 'value': 'PERSON'}]","[{'text': 'puckrik', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,34,"[{'text': 'Puckrik', 'value': 'PERSON'}]","[{'text': 'puckrik', 'value': 'PERSON'}]"
ner,bert,capitalization,"The film is based on the French novel ``L'affaire Clémenceau'', by Alexandre Dumas, fils, and is now considered to be lost.","The film is based on the FRENCH novel ``L'affaire Clémenceau'', by Alexandre Dumas, fils, and is now considered to be lost.","[{'text': 'French', 'value': 'LOCATION'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]","[{'text': 'FRENCH', 'value': 'LOCATION'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,35,"[{'text': 'French', 'value': 'OTHER'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]","[{'text': 'FRENCH', 'value': 'OTHER'}, {'text': 'Alexandre Dumas', 'value': 'PERSON'}]"
ner,bert,capitalization,"It is developed by Golaem, a France -based software company (created in Rennes in 2009).","It is developed by Golaem, a FRANCE -based software company (created in Rennes in 2009).","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'FRANCE', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,36,"[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'France', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]","[{'text': 'Golaem', 'value': 'ORGANIZATION'}, {'text': 'FRANCE', 'value': 'LOCATION'}, {'text': 'Rennes', 'value': 'LOCATION'}]"
ner,bert,capitalization,"Lawrence claims that she was given cash, whereas Stephens claims that his life was threatened.","Lawrence claims that she was given cash, whereas stephens claims that his life was threatened.","[{'text': 'Lawrence', 'value': 'PERSON'}, {'text': 'Stephens', 'value': 'PERSON'}]","[{'text': 'Lawrence', 'value': 'PERSON'}, {'text': 'stephens', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,37,"[{'text': 'Stephens', 'value': 'PERSON'}]","[{'text': 'stephens', 'value': 'PERSON'}]"
ner,bert,capitalization,"Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","Six years later, both RICHARD and Lilli grow into strong and beautiful teenagers.","[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'text': 'RICHARD', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,38,"[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'text': 'RICHARD', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]"
ner,bert,capitalization,Argentina's Del Imaginario Discos also released the album in 2007.,argentina's Del Imaginario Discos also released the album in 2007.,"[{'text': 'Argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]","[{'text': 'argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]",False,False,both_wrong,,,,,bert_ner_results_capitalization.csv,39,"[{'text': 'Argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]","[{'text': 'argentina', 'value': 'LOCATION'}, {'text': 'Del Imaginario Discos', 'value': 'ORGANIZATION'}]"
