task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_clusters,modified_clusters
coref,gpt2,geographical_bias_100,John called Bill because he was a good listener.,Elchin called Bill because he was a good listener.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,26,1,1
coref,gpt2,geographical_bias_100,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.","Souness thanked Ahmadzai, but declined the offer, citing locker room unity as his reason.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,27,0,0
coref,gpt2,geographical_bias_100,"Mary smiled at Susan, but she was not happy to see her.","María smiled at Susan, but she was not happy to see her.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,32,0,0
coref,gpt2,geographical_bias_100,"Esaias was not related to Willem van de Velde, but he was the cousin of Jan van de Velde.","Ehsan was not related to Willem van de Velde, but he was the cousin of Ahmad van de Velde.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,33,0,0
coref,gpt2,geographical_bias_100,The mother bear attacked Karen because she had gotten too close to her cub.,The mother cassowary attacked Kala because she had gotten too close to her chick.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,35,1,1
coref,gpt2,geographical_bias_100,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Tavita is dubious about working with Davis, but Sione convinces him that it may tip the balance.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,40,0,0
coref,gpt2,geographical_bias_100,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Thura decided to part ways with longtime guitarist Zaw Myo because he thought his music was beginning to sound too much like the local rock bands.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,41,0,0
coref,gpt2,geographical_bias_100,"Josie did not like Sarah, but she did not tell her.","Eleni did not like Maria, but she did not tell her.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,42,0,0
coref,gpt2,geographical_bias_100,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Eun-Ji finally agrees to put Ji-Hyun ashore, but after she has given her sleeping pills.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,43,0,0
coref,gpt2,geographical_bias_100,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Najim wants to get Ramu married to Layla but she is turned off by his cowardice.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,45,0,0
coref,gpt2,geographical_bias_100,The general fired his pistol at the monster so he could be a distraction.,The commander fired his pistol at the creature so he could be a distraction.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,47,0,0
coref,gpt2,geographical_bias_100,"Jason built Rocky a robot, and he gave it to him.","Vladimir built Rocky a robot, and he gave it to him.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,49,0,0
coref,gpt2,geographical_bias_100,The hyenas scavenged from the lions because they were desperate.,The hyenas scavenged from the jaguars because they were desperate.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,55,0,0
coref,gpt2,geographical_bias_100,My phone is working better than your phone because it is broken.,My smartphone is functioning better than your smartphone because it is broken.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,61,1,1
coref,gpt2,geographical_bias_100,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,"The physician inquires if Joon-ho consumed the elixir; offended by the suggestion, Joon-ho departs.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,64,0,0
coref,gpt2,geographical_bias_100,"Josie did not like Sarah, but she did not tell her.","Adi did not like Sarah, but she did not tell her.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,69,0,0
coref,gpt2,geographical_bias_100,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Ramnarine disliked Maharaj so much that he resigned from the cabinet within months of Persad's own retirement.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,72,0,0
coref,gpt2,geographical_bias_100,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Tavita was fined by Judge Louis because he was caught with illegal drugs.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,73,0,0
coref,gpt2,geographical_bias_100,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Bedouins respected honor while smugglers have a disregard for honor, since they are only interested in increasing their wealth.",1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,77,1,1
coref,gpt2,geographical_bias_100,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Gunel is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,78,0,0
coref,gpt2,geographical_bias_100,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Haris Halilović sometimes guest stars in videos for Adnan Mulaomerović because he wants his friend's videos to succeed as well.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,79,0,0
coref,gpt2,geographical_bias_100,Georgina says Lucille is dead because she couldn't live with what she had done.,Salome says Lucille is dead because she could not live with what she had done.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,80,1,1
coref,gpt2,geographical_bias_100,Fleece feels better than cotton since they are of worse quality.,Longyi feels better than cotton since they are of worse quality.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,82,1,1
coref,gpt2,geographical_bias_100,"Ray William Johnson surpassed NigaHiga in Youtube subscribers, but he wants to increase the gap even more.","Ivan Petrov surpassed Georgi Ivanov in Youtube subscribers, but he wants to increase the gap even more.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,84,0,0
coref,gpt2,geographical_bias_100,Joe raced against Steven because he thought it would be easy.,Kamau raced against Steven because he thought it would be easy.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,85,0,0
coref,gpt2,geographical_bias_100,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The National Guard threw the army recruits in the guardhouse since they were causing a disturbance in the nearby village.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,86,1,1
coref,gpt2,geographical_bias_100,Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,Lurie claimed that Blagoja Popovski was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish in Lake Ohrid.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,88,1,1
coref,gpt2,geographical_bias_100,My phone is working better than your phone because it is broken.,My mobile is functioning better than your mobile because it is damaged.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,90,1,1
coref,gpt2,geographical_bias_100,The general fired his pistol at the monster so he could be a distraction.,The commander fired his cacharamba at the criatura so he could be a distraction.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,91,0,0
coref,gpt2,geographical_bias_100,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Daulet decided to part ways with longtime dombra player Yerzhan because he thought his music was beginning to sound too much like a traditional Kazakh ensemble.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,93,0,0
coref,gpt2,geographical_bias_100,The man shot his friend and he died.,The fisherman speared his mate and he perished.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,95,1,1
coref,gpt2,geographical_bias_100,"Jason built Rocky a robot, and he gave it to him.","Kouassi built Rocky a robot, and he gave it to him.",0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,96,0,0
coref,gpt2,geographical_bias_100,Journalist Jack Anderson speculated that Watergate Special Prosecutor Archibald Cox had been fired because he had started to investigate Rebozo's role in Nixon accepting covert payments.,Journalist Juan González speculated that Watergate Special Prosecutor Archibald Cox had been dismissed because he had begun to probe into Noriega's involvement in Nixon receiving clandestine payments.,1,1,True,True,both_correct,,,,,geographical_bias_predictions.csv,97,1,1
coref,gpt2,geographical_bias_100,Steven Seagal challenged Jean Claude Van Damme to a fight because he wanted to prove he was the stronger man.,Sergiu Bodiu challenged Ion Creangă to a fight because he wanted to prove he was the stronger man.,0,0,True,True,both_correct,,,,,geographical_bias_predictions.csv,98,0,0
coref,gpt2,grammatical_role_100,"Wanda asks Regina if she wants to go with him, but Regina does not want to leave Owuor.","Regina asks Wanda if she wants to go with him, but Wanda does not want to leave Owuor.",1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,2,1,1
coref,gpt2,grammatical_role_100,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Stephanie almost admits to killing Theresa, but stops when Logan tells her he is a police officer.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,4,0,0
coref,gpt2,grammatical_role_100,The mother bear attacked Karen because she had gotten too close to her cub.,Karen was attacked by the mother bear because she had gotten too close to her cub.,1,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,5,1,0
coref,gpt2,grammatical_role_100,Ryan Higa sometimes guest stars in videos for Kev Jumbo because he wants his friend's videos to succeed as well.,Kev Jumbo sometimes guest stars in videos for Ryan Higa because he wants his friend's videos to succeed as well.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,8,0,0
coref,gpt2,grammatical_role_100,The man shot his friend and he died.,His friend shot the man and he died.,1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,10,1,1
coref,gpt2,grammatical_role_100,Fleece feels better than cotton since they are of worse quality.,Cotton feels better than fleece since they are of worse quality.,1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,13,1,1
coref,gpt2,grammatical_role_100,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Ronnie Harrison remains with Rob until the night he learns that he had a fling with his high school nemesis, Harry.",1,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,15,1,0
coref,gpt2,grammatical_role_100,South Korea does not like North Korea because they are constantly threatening their peace.,North Korea does not like South Korea because they are constantly threatening their peace.,1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,16,1,1
coref,gpt2,grammatical_role_100,Bob can beat Larry at arm wrestling because he has more muscles.,Larry can beat Bob at arm wrestling because he has more muscles.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,17,0,0
coref,gpt2,grammatical_role_100,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Estelito Mendoza was defeated by Lingad, but he raised charges of fraud which led to the staging of a new election for governor.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,25,0,0
coref,gpt2,grammatical_role_100,"Olivia wants to make amends with Emily, but she is apprehensive.","Emily wants to make amends with Olivia, but she is apprehensive.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,28,0,0
coref,gpt2,grammatical_role_100,Joe raced against Steven because he thought it would be easy.,Steven raced against Joe because he thought it would be easy.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,29,0,0
coref,gpt2,grammatical_role_100,Michael Phelps was fined by Judge Louis because he was caught with illegal drugs.,Judge Louis was fined by Michael Phelps because he was caught with illegal drugs.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,32,0,0
coref,gpt2,grammatical_role_100,Lurie claimed that Dennis Hopper was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,Dennis Hopper claimed that Lurie was so high on sugar during his two-part episode that he was unable to concentrate long enough to fish.,1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,40,1,1
coref,gpt2,grammatical_role_100,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Nige snuck Warren outside and said that if he ever saw him again he would kill him.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,44,0,0
coref,gpt2,grammatical_role_100,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The professor wanted to ask for help but decided not to because the student was too intimidating.,1,1,True,True,both_correct,,,,,grammatical_role_predictions.csv,45,1,1
coref,gpt2,grammatical_role_100,"Josie did not like Sarah, but she did not tell her.","Sarah did not like Josie, but she did not tell her.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,48,0,0
coref,gpt2,grammatical_role_100,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Katie neglected to tell Kelly that their rent was due, but she told her later.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,51,0,0
coref,gpt2,grammatical_role_100,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Jennifer finally agrees to put Emma ashore, but after she has given her sleeping pills.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,52,0,0
coref,gpt2,grammatical_role_100,"When Saul realizes where Javadi is going, he immediately sends Carrie and Quinn there to intercept him.","When Javadi realizes where Saul is going, he immediately sends Carrie and Quinn there to intercept Saul.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,55,0,0
coref,gpt2,grammatical_role_100,Bob sued Bill because he wanted more money.,Bill sued Bob because he wanted more money.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,60,0,0
coref,gpt2,grammatical_role_100,"George scored against Thomas in the shootout, so he won the game.","Thomas scored against George in the shootout, so he won the game.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,63,0,0
coref,gpt2,grammatical_role_100,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,Stunt doubles choose to perform their own stunts instead of using some actors since they like to keep it as authentic as possible.,0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,68,0,0
coref,gpt2,grammatical_role_100,John attacked Tim because he was a communist.,Tim was attacked by John because he was a communist.,1,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,69,1,0
coref,gpt2,grammatical_role_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The students increased the price of the tickets to the dance for the committee, but they changed their decision later.",0,0,True,True,both_correct,,,,,grammatical_role_predictions.csv,71,0,0
coref,gpt2,length_bias_100,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis has been ordered to kill Noelia, but she is unsure if she can actually go along with this plan.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,0,0,0
coref,gpt2,length_bias_100,John fired Bill because he was incompetent.,John fired Bill for his incompetence.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,1,1,1
coref,gpt2,length_bias_100,John called Bill because he was a good listener.,John called Bill since he was a good listener.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,2,1,1
coref,gpt2,length_bias_100,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to killing Stephanie, but stops when Logan tells her he's a cop.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,4,0,0
coref,gpt2,length_bias_100,The car passed the truck because it was going too slow.,The car passed the truck because it was slow.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,7,1,1
coref,gpt2,length_bias_100,Bob sued Bill because he wanted more money.,Bob sued Bill for more of his money.,0,1,True,True,both_correct,,,,,length_bias_predictions.csv,13,0,1
coref,gpt2,length_bias_100,"Though Gino tries to avoid Ross, he can not help but eventually fall in love with him.","Though Gino tries to avoid Ross, he eventually falls in love with him.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,14,0,0
coref,gpt2,length_bias_100,"Lingad was defeated by Estelito Mendoza, but he raised charges of fraud which led to the staging of a new election for governor.","Lingad was defeated by Estelito Mendoza, but he raised charges of fraud leading to a new election for governor.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,19,0,0
coref,gpt2,length_bias_100,"Theresa almost admits to killing Stephanie, but stops when Logan tells her he is a police officer.","Theresa almost admits to the crime of killing Stephanie, but she halts when Logan tells her firmly that he is an undercover police officer.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,20,0,0
coref,gpt2,length_bias_100,John visited Luke in the hospital because he lived close by.,John visited Luke in the hospital because he lived nearby.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,21,0,0
coref,gpt2,length_bias_100,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.",Emma agrees to put Jennifer ashore after giving her sleeping pills.,0,1,True,True,both_correct,,,,,length_bias_predictions.csv,26,0,1
coref,gpt2,length_bias_100,"Megan accidentally fires a shot that injures Barbara, but she shoots Larry dead.","Megan accidentally fires a shot that ends up injuring Barbara, but then she decisively shoots Larry dead.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,27,0,0
coref,gpt2,length_bias_100,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,"Warren snuck Nige outside and angrily said that if he ever saw him again, he would definitely kill him.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,28,0,0
coref,gpt2,length_bias_100,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,Mellish disliked Callaghan so intensely that he resigned from the cabinet within just a few months of Wilson's own retirement.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,29,0,0
coref,gpt2,length_bias_100,"Fontan was caught by the Spaniard Salvador Cardona, but his second place in the stage gave him the lead in the general classification.","Fontan was eventually caught by the persistent Spaniard Salvador Cardona, but his impressive second place in the stage still gave him the lead in the general classification.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,35,0,0
coref,gpt2,length_bias_100,Bob can beat Larry at arm wrestling because he has more muscles.,Bob can easily beat Larry at arm wrestling because he has been training and has more muscles.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,36,0,0
coref,gpt2,length_bias_100,"Janis is ordered to kill Noelia, but doesn't know if she can go along with this.","Janis is ordered to kill Noelia, but doesn't know if she can comply.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,37,0,0
coref,gpt2,length_bias_100,"Kelly neglected to tell Katie that their rent was due, but she told her later.","Kelly neglected to tell Katie earlier that their rent was due, but eventually she told her later.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,45,0,0
coref,gpt2,length_bias_100,The boy escaped the cop but he continued to flee.,The boy quickly escaped the cop but he still continued to flee in panic.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,47,0,0
coref,gpt2,length_bias_100,Someone hit Billy in the face because he was being rude.,Someone hit Billy squarely in the face because he was being extremely rude.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,48,1,1
coref,gpt2,length_bias_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee initially increased the price of the tickets to the dance for the students, but they eventually changed their decision later.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,51,0,0
coref,gpt2,length_bias_100,"Nonetheless, Harry remains with Rob until the night he learns that he had a fling with his high school nemesis, Ronnie Harrison.","Nonetheless, Harry stays with Rob until the night he learns of his fling with high school nemesis, Ronnie Harrison.",1,1,True,True,both_correct,,,,,length_bias_predictions.csv,59,1,1
coref,gpt2,length_bias_100,"Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being an elaborated heart-shaped brooch.","Nadja was given to Miss Applefield to raise when she was just a tiny baby, her only possession at that time being a beautiful, elaborated heart-shaped brooch.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,63,0,0
coref,gpt2,length_bias_100,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,Ozzy decided to part ways with guitarist Zakk Wylde because he thought his music sounded too much like Black Label Society.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,68,0,0
coref,gpt2,length_bias_100,James Cameron is more successful than Michael Bay because his movies sell more worldwide.,James Cameron is more successful than Michael Bay because his movies sell more.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,72,0,0
coref,gpt2,length_bias_100,"Naji is supposed to come over for a visit with Khalil, but he doesn't come.","Naji is supposed to come over for a visit with his friend Khalil, but he does not show up.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,73,0,0
coref,gpt2,length_bias_100,John killed Bill because he was fighting for his life.,John killed Bill because he was desperately fighting for his own life.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,74,0,0
coref,gpt2,length_bias_100,"Emma finally agrees to put Jennifer ashore, but after she has given her sleeping pills.","Emma, after much hesitation, finally agrees to put Jennifer ashore, but only after she has given her some sleeping pills.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,76,0,0
coref,gpt2,length_bias_100,"Carcetti is dubious about working with Davis, but Wilson convinces him that it may tip the balance.","Carcetti is quite dubious about the idea of working with Davis, but Wilson convinces him that it may tip the balance in their favor.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,79,0,0
coref,gpt2,length_bias_100,Some actors choose to perform their own stunts instead of using stunt doubles since they like to keep it as authentic as possible.,"Some actors choose to perform their own stunts, rather than using stunt doubles, since they like to ensure it remains as authentic as possible.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,80,0,0
coref,gpt2,length_bias_100,Joe raced against Steven because he thought it would be easy.,Joe eagerly raced against Steven because he thought it would surely be easy.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,83,0,0
coref,gpt2,length_bias_100,The Military Police threw the army recruits in the brig since they were causing a distrubance in the neighboring town.,The Military Police quickly threw the army recruits in the brig because they were causing a significant distrubance in the neighboring town.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,84,1,1
coref,gpt2,length_bias_100,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,Trick Or Treaters are joyfully celebrating the holiday earlier during the day at Church since they are strongly encouraged to do it during daylight and among close friends for safety reasons.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,85,0,0
coref,gpt2,length_bias_100,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was mercilessly executed by Qing after he steadfastly refused to submit to his authority.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,86,0,0
coref,gpt2,length_bias_100,"Denise is initially hostile to Lucy, but she warms to him when she sees he has changed and they eventually reunite.","Denise is initially hostile to Lucy, but gradually she warms to him when she sees he has truly changed and they eventually reunite.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,87,0,0
coref,gpt2,length_bias_100,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said if he saw him again he would kill him.,0,0,True,True,both_correct,,,,,length_bias_predictions.csv,91,0,0
coref,gpt2,length_bias_100,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais deeply respected the concept of honor, whereas pirates have a complete disregard for it, since they are solely focused on increasing their vast wealth.",1,1,True,True,both_correct,,,,,length_bias_predictions.csv,93,1,1
coref,gpt2,length_bias_100,South Korea does not like North Korea because they are constantly threatening their peace.,South Korea does not like North Korea because they are constantly threatening the region's peace and stability.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,94,1,1
coref,gpt2,length_bias_100,"Naser al-Din Shah Qajar nicknamed Mohammad Hosein as the bird, after he hears a poem that he had written.","Naser al-Din Shah Qajar affectionately nicknamed Mohammad Hosein as the bird, after he hears the beautiful poem that he had written.",0,0,True,True,both_correct,,,,,length_bias_predictions.csv,96,0,0
coref,gpt2,length_bias_100,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were quite annoyed by the other students in the activity center because they were inconsiderately using the racquetball courts to play badminton.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,97,1,1
coref,gpt2,length_bias_100,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear furiously attacked Karen because she had gotten dangerously too close to her cub.,1,1,True,True,both_correct,,,,,length_bias_predictions.csv,98,1,1
coref,gpt2,negation_100,The mother bear attacked Karen because she had gotten too close to her cub.,The mother bear defended Karen because she had gotten too close to her cub.,1,1,True,True,both_correct,,,,,negation_predictions.csv,5,1,1
coref,gpt2,negation_100,Cosby supported Jay because Thea really liked him.,Cosby opposed Jay because Thea really liked him.,1,1,True,True,both_correct,,,,,negation_predictions.csv,6,1,1
coref,gpt2,negation_100,Someone hit Billy in the face because he was being rude.,Someone hit Billy in the face because he was being polite.,1,1,True,True,both_correct,,,,,negation_predictions.csv,8,1,1
coref,gpt2,negation_100,The car passed the truck because it was going too slow.,The car didn't not pass the truck because it was going too slow.,1,1,True,True,both_correct,,,,,negation_predictions.csv,11,1,1
coref,gpt2,negation_100,Narendran wants to get Ramu married to Leela but she is turned off by his cowardice.,Narendran wants to get Ramu married to Leela but she is not turned off by his lack of cowardice.,0,0,True,True,both_correct,,,,,negation_predictions.csv,17,0,0
coref,gpt2,negation_100,The student wanted to ask the professor for help but decided not to because he was too intimidating.,The student wanted to ask the professor for help but decided not to because he was rarely available.,1,1,True,True,both_correct,,,,,negation_predictions.csv,21,1,1
coref,gpt2,negation_100,The people protested the government because they were raising taxes.,The people protested the government because they rarely were raising taxes.,1,1,True,True,both_correct,,,,,negation_predictions.csv,25,1,1
coref,gpt2,negation_100,The bat hit the ball because it was designed to be hit.,The bat seldom hit the ball because it was designed to be hit.,1,1,True,True,both_correct,,,,,negation_predictions.csv,26,1,1
coref,gpt2,negation_100,The car passed the truck because it was going too slow.,The car passed the truck because it was stationary.,1,1,True,True,both_correct,,,,,negation_predictions.csv,27,1,1
coref,gpt2,negation_100,"The Samurais respected honor while pirates have a disregard for honor, since they are only interested in increasing their wealth.","The Samurais respected honor while pirates rarely have a disregard for honor, since they are only interested in increasing their wealth.",1,1,True,True,both_correct,,,,,negation_predictions.csv,30,1,1
coref,gpt2,negation_100,John fired Bill because he was incompetent.,John seldom fired Bill because he was incompetent.,1,1,True,True,both_correct,,,,,negation_predictions.csv,32,1,1
coref,gpt2,negation_100,John fired Bill because he was incompetent.,John hired Bill because he was incompetent.,1,1,True,True,both_correct,,,,,negation_predictions.csv,34,1,1
coref,gpt2,negation_100,The racquetball players were annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,The racquetball players were seldom annoyed by the other students in the activity center because they were using the racquetball courts to play badminton.,1,1,True,True,both_correct,,,,,negation_predictions.csv,38,1,1
coref,gpt2,negation_100,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, but she notices that the fresh scent comes from her clothes.",0,0,True,True,both_correct,,,,,negation_predictions.csv,42,0,0
coref,gpt2,negation_100,"Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was dismissed following his fourth season.","Brady Hoke succeeded Rodriguez, but after four years of steadily declining results, he was seldom dismissed following his fourth season.",1,1,True,True,both_correct,,,,,negation_predictions.csv,46,1,1
coref,gpt2,negation_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they rarely changed their decision later.",0,0,True,True,both_correct,,,,,negation_predictions.csv,52,0,0
coref,gpt2,negation_100,"Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being an elaborated heart-shaped brooch.","Nadja was given to Miss Applefield to raise when she was a baby, her only possession at the time being a simple heart-shaped brooch.",0,0,True,True,both_correct,,,,,negation_predictions.csv,53,0,0
coref,gpt2,negation_100,"The committee increased the price of the tickets to the dance for the students, but they changed their decision later.","The committee increased the price of the tickets to the dance for the students, but they didn't not change their decision later.",0,0,True,True,both_correct,,,,,negation_predictions.csv,54,0,0
coref,gpt2,negation_100,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.","Ginette wants to hug Susanna, but she does not notice that the tobacco smell comes from her clothes.",0,0,True,True,both_correct,,,,,negation_predictions.csv,58,0,0
coref,gpt2,negation_100,"The defending commander, Shi Kefa, was also executed by Qing after he refused to submit to his authority.","The defending commander, Shi Kefa, was not executed by Qing after he refused to submit to his authority.",0,0,True,True,both_correct,,,,,negation_predictions.csv,60,0,0
coref,gpt2,negation_100,Warren snuck Nige outside and said that if he ever saw him again he would kill him.,Warren snuck Nige outside and said that if he ever saw him again he would not kill him.,0,0,True,True,both_correct,,,,,negation_predictions.csv,61,0,0
