task,model,modification,original_text,modified_text,original_pred,modified_pred,original_correct,modified_correct,performance,original_reasoning,modified_reasoning,original_step_by_step_reasoning,modified_step_by_step_reasoning,file,row_index,original_dialog_label,modified_dialog_label
dialogue,bert,active_to_passive_100,"[""I know I shouldn't count my chicks before they hatch, but I'm feeling pretty good after that interview today!"", 'Oh what job was the interview for?']",This advertising company! The presence of the owner was notable - his face should have been seen by you. My last freelance project was considered a real winner. Is it thought that I got it?,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,74,0,0
dialogue,bert,active_to_passive_100,"['Oh wow lol! That must of been quite the time, My family lives near the capital there, I think the place they live is pretty crowded though, I forget whats the population of Alabama?', ""Not sure about the numbers, but I do know it's 24th in the US as far as population goes. So, it's not overcrowded, at least!"", 'yes, I remember reading about that in history class. dogs are smart!']","Oh, very cool. Was it in high school or college? History classes were loved by me.",0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,75,0,0
dialogue,bert,active_to_passive_100,"['When I was younger, I got stung by a bee on my hand and it swelled up.', 'there are 7 families of bees with 20.000 known speices', 'Oh wow, do you know what species is the most dangerous?', ""No I don't know and not all bees sting. There are honeybees. bumblebees that live in colonies"", 'Yes, I like the ones that produce honey.']","Me too, but caution should be exercised because stings can be inflicted by all bees.",1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,76,1,1
dialogue,bert,active_to_passive_100,"[""I've been out of a job for a while but someone I know has offered me an opportunity to do some work in my field"", 'Wow! What field are you going to be working in?']",Statistics. Assistance will be provided by me to a real estate company in building models to predict house values.,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,78,0,0
dialogue,bert,active_to_passive_100,"['hello. how was your day', ""hello! i'm well, how are you?"", 'i am currently watching football', 'i am watching birds with my cat. what your favorite football team?', 'what are you up to?', 'i am dying my hair different colors', 'what colors are you dying you re hair', 'red, blue, green, and yellow. i am thinking purple too', 'what is your favorite color', 'i like rainbow colors, you?', 'why is that your favorite', 'i do not have one', 'why do you not have one', 'i just do not have one']",Are any pets owned by you?,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,81,0,0
dialogue,bert,active_to_passive_100,"[""I love a good hotdog! It's a delicious sausage sandwich."", ""Add a little mustard to it and a coke and that's a fine meal."", 'Absolutely! Need to get me some homemade mustard plants.', 'LOL! What other quick meals do you like? For example grilled cheese with chips?', 'i love buter on my grilled cheese!', 'I agree, good ole comfort food.', 'Lol yes. Have you seen the episode of Glee about Grilled Cheesus?', 'I have not.']","Me neither, sandwiches are not liked by me.",1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,82,1,1
dialogue,bert,active_to_passive_100,"['I was surprised to find I loved The Walking Dead. Not my style, usually. Do you watch?', ""I tried a few times but found it wasn't for me. I like zombie games though. How about you? I play on the PS4."", ""Well, after a few seasons, it really just felt tooooo dark and inescapable. I guess zombies will do that to you...! What's your favorite game?"", ""I enjoy strategy games the most. One of my favorites is Plants Vs. Zombies. Have you played that one? It's about homeowners that use plants to try and stop zombies from invading."", ""I haven't -- but know lots of people who love that one. It's had some longevity too, hasn't it? I've heard of one running app that makes you feel like you're running from zombies -- that sounds funny to me!"", ""That's true. It has been around for a while. It's made it through iOS, PS3, PS4, etc. Lots of places to play that game. I think that you can even play it on the IPad!""]",It can definitely be played -- that's how the game is played by most fans I know!,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,83,0,0
dialogue,bert,active_to_passive_100,"['So I managed to get all my school shopping done this week so the kids have all their things ready to go for tomorrow!', 'Cool I just finished today', ""I got an early start this year. Most years I start late and they're out of stuff I need by the time I get around to it."", 'Yeah we had a hard time today lol', 'And then the stores get so crowded after a certain point!', 'I am going to do like you next year for sure!', ""It's always good to plan ahead.""]",Nothing for school has even been bought by me yet.,1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,84,1,1
dialogue,bert,active_to_passive_100,"[""My boyfriend's best friend is a female."", 'Does that bother you?', 'No not at all, I have plenty of male friends', 'I think that is a good thing.', ""Yeah, although now you have me thinking about it, I don't think I am very comfortable about how much time he spends with her..."", 'I can see why that would bother you.', 'haha yeah, so how about you, do you have a partner?', 'Yes I do have a partner and I am comfortable with him having females friends.', ""That's great to hear. What's your favorite activity to do with him?"", 'We enjoy watching movies together.']",That is heard as being nice. A partner to watch movies with is wished for by me.,1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,85,1,1
dialogue,bert,active_to_passive_100,"['Yeah about 10 years ago I had a horrifying experience. It was 100% their fault but they hit the water barrels and survived. They had no injuries but they almost ran me off the road.', 'Did you suffer any injuries?', ""No I wasn't hit. It turned out they were drunk. I felt guilty but realized it was his fault."", ""Why did you feel guilty? People really shouldn't drive drunk."", 'I feel guilty as I got badly injured as well']",It is considered acceptable to be driven under the influence of minor drinks if confidence is maintained.,1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,86,1,1
dialogue,bert,active_to_passive_100,"['it can be tough. got to stay strong though.', ""i couldn't figure it out. math is just to hard."", 'I agree! Math is way too hard. If you need help you can always ask though!', ""That's true. What are you studying math for?""]",Some math classes had to be taken by me to finish my nursing degree. They were only taken because they were mandatory. Why is math being studied by you?,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,87,0,0
dialogue,bert,active_to_passive_100,"['When was discovery channel formed?', 'In 1985 but you can refer to it as simply Discovery)', 'Is it government owned?', 'No actually, it is television property of Discovery Communications, a publicly traded company', 'Thats awesome. Who founded the company?']","The idea of such a channel was conceived by its CEO David Zaslav, and it was founded by him in his 30s.",0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,88,0,0
dialogue,bert,active_to_passive_100,"['Oh really? what kind of effects does it have? I am all for benefits!', 'It is especially good for people with high blood pressure', ""That's great, I should mention that when selling mine at the market"", 'Yes, beetroot has many benefits, I juice mine with apples and carrots daily and love it!', 'That sounds really good. Do you ever add any spices or anything?', 'Not really mostly lemons, kale or greens of some kind.', ""I could never put kale in it, but I'd like to try adding lemons"", ""You really can't taste the kale, as the kale has calcium and great benefits as well as the beetroot."", ""No kale for me, but if you enjoy it that's great!"", 'lol, to each there own I have heard beetroot is good for the kidneys?']","Yeah, circulation is probably helped quite a bit.",0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,89,0,0
dialogue,bert,active_to_passive_100,"[""Oh how cool. We used to go fishing a lot but haven't lately."", 'Well Ill invite you next time. I bought a recreational fishing vessel just in time before summer ends.', ""that's great. did you get a good deal?"", 'yea i got a great deal actually. have you been on a vessel', 'i have not. is it safe?', 'of coarse its safe super fun too', 'do you have extra fishing gear', 'yea i got everything youd need', 'i really cant wait. do you get great catches often', 'all the time best part is we have a fat bbq afterwards too', 'that sounds super rewarding', 'yep its awesome']",What is done on bad days when a catch is not made? Is a trip to the store taken? Haha,0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,90,0,0
dialogue,bert,active_to_passive_100,"['Have you ever been to Ireland? Ive seen pictures from a friend who went and it looks pretty', 'No I have never been there but I would love to visit this island in the North Atlantic. I agree that it looks beautiful!', 'Yes! Is there many mountains there?', 'The geography is mostly low lying mountains which surround a central plain and many rivers extending inland.', 'Oh I see, are the rivers freshwater?', ""I'm not sure about the rivers but the island has a very lush vegetation which is a product of its mild and changeable climate which usually has no extreme temperatures."", 'Oh that sounds nice. What else is very special or unique about it?', 'It is naturally beautiful. Everyone loves it.']","That is considered terrible, it is thought by me that I wouldn't like it.",1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,92,1,1
dialogue,bert,active_to_passive_100,"[""Hi, apparently I'm an accountant"", 'Oh hey there! I like Hi-5?', ""What's that?"", ""It' an Australian children musical team from 1998! What all do you do?"", 'I suppose accounting. Such different topics!', 'Its pretty much all the same :) I love Australian TV. Especially Play School.', 'Is that like the equivalent of Barney in the US?', ""Yes except there are all adults singing children's songs""]",A lot of children's songs are known to me because I am employed as a teacher.,1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,94,1,1
dialogue,bert,active_to_passive_100,"['Oh really I thought they were made of vinyl??', ""Kind of, they started being made with polyvinyl chloride in the 1950's."", 'Interesting.. do you collect old records?', ""I haven't bought any myself but my dad has a ton of polyvinyl chloride phonograph records."", 'thats cool, my dad died last year.']","I'm sorry, all of the records were bought by me.",1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,96,1,1
dialogue,bert,active_to_passive_100,"['not me! what did you have for dinner?', 'chicken soup, my family own a restaurant', ""that's awesome! Do you spend a lot of time there?"", ""i do! it's a lot of fun but it can be tiring sometimes"", 'I can imagine. what kind of restaurant do they own?', ""kind of a general place. it's popular for lunch, a lot of soup and sandwiches and stuff, and desserts. soul food i guess?"", 'yummy.! I would love to own a restaurant but I am sure it is a lot of work.', 'it is! i enjoy it though. cooking is my favorite thing. what do you like to do in your free time, any hobbies?', 'eating! Jk :) I love to dance', 'Haha! :) Guess you will have to try our BLT sometime. What kind of dancing?', 'yes, please :) I love salsa.', ""That sounds so fun!! I'm not very good at dancing"", 'what do you like doing?', 'I like reading books.']","Reading is also liked by me. Anything will be read by me except for dancing, because dancing is hated by me.",1,1,True,True,both_correct,,,,,active_to_passive_predictions.csv,97,1,1
dialogue,bert,active_to_passive_100,"['I stole a TV from a local appliance store. It is a 80 inch behemoth, but I am feeling a little guilty. On the plus side, the 4k picture is astounding!', 'I would love to have that tv']","Yes, being torn between the desire to keep the TV and the guilt is what I am experiencing. What should be done?",0,0,True,True,both_correct,,,,,active_to_passive_predictions.csv,98,0,0
dialogue,bert,casual_100,"['I miss my dad. This was his favorite time of the year', 'yea that can be hard when things remind you of people', ""It's hard when you're in college, especially when breaks/ holidays come."", ""It is. I have never been on an airplane so it's difficult to see my family who now live in other states during this time of year."", 'Oh, you know planes are not that scary, you get used to it.', ""I am trying to come around to it, hopefully someday it doesn't terrify me."", ""The thing about planes is they give you small food, and I usually have a starving appetite and eat big meals, because I'm active a lot. Lol."", 'That makes sense! especially longer trips!', ""I'm sorry you don't get to visit family much. I like to video chat with family I can't see often.""]","Totally! Gotta video chat with the fam more often, ya know?",0,0,True,True,both_correct,,,,,casual_predictions.csv,0,0,0
dialogue,bert,casual_100,"['hello! i was three when i learned to play guitar!', 'hi i enjoy disney world and go every year', ""that's great. i really like rascal flats. i think they played there before."", ""that's a good band. i love mickey mouse"", 'i actually grew up in the entertainment industry.', 'i am also in the 3rd grade', 'I live near Disney World.']",Super jealous! Gotta visit that place someday!,1,1,True,True,both_correct,,,,,casual_predictions.csv,1,1,1
dialogue,bert,casual_100,"['I have a little Chihuahua as a pet. I really like little dogs, do you have any?', 'Not now, but I did when I was young. Its the smallest breed of dog and is named after the state of Chihuahua, Mexico.', ""I think it's their Mexican heritage that makes them stand out. What kind of dogs did you have?"", 'I had a beagle mix that died. The dog was the first to be domesticated and has been bred for a millenia for vaious capabilities.', 'Beagles are great and so popular as you say. I also have a miniature pinscher, do you know much about those?', ""It's a small breed that came from Germany I believe. They are really cute."", ""That sounds correct, I think they're cute myself. I think they were bred from the original pinschers, but I'm not sure."", 'The German pinscher is another type that is near the Dobermann, Rottweiler too I think.', 'Would you like to get one now,since they are really cute?']","Nah, I don't think I'd get one, ya know? Just not a dog person, really.",1,1,True,True,both_correct,,,,,casual_predictions.csv,2,1,1
dialogue,bert,casual_100,"[""I'm ready for football season to start, NFL preseason started this week, and I can't wait for regular season and I'm really looking forward to the NCAA kickoff!"", 'Whats your favorite team?']","For the NFL, I'm all about the Packers, and in college ball, it's'Bama all the way.",0,0,True,True,both_correct,,,,,casual_predictions.csv,3,0,0
dialogue,bert,casual_100,"['My son recently was jumping on the couch and broke it.', 'Wow! Did you punish him or anything?', 'I put him in time out to let him think about what he did.', 'You are doing the right thing for him to learn discipline.', ""Maybe it was all the sugar, but he couldn't stay still for the duration of his punishment."", 'How did your son get so much sugar in his system?', ""I think it must be from all the sugary drinks he got from the neighbor kid's house."", 'Maybe you should ban him from having any sugary drinks as punishment. It might make him more healthy as well.', ""That's a good idea, I will need to talk with the neighbor about this to ensure he sticks to it."", ""How long have you known your neighbor for? I'm a bit worried that your son can just get sugary drinks from them."", 'A little bit of time, but our kids get a long better than we do.']",How often do your kiddos pop over to the neighbor's place?,0,0,True,True,both_correct,,,,,casual_predictions.csv,4,0,0
dialogue,bert,casual_100,"['I had been studying so hard for a test and was very confident going in.', 'How did it go?', ""I don't know, yet. I know a lot, about a lot of things, so I probably did good on it."", 'Sounds like you should do fine. Where are you from?', ""Florida. It's finally getting cooler here. Where are you from?"", 'Originally from Moscow. Now I live in Minnesota', 'Moscow! Really? So do you speak Russian?', 'Yes. My family moved here when I was 17, but I still have a thick accent as well and that was 6 years ago', 'I wish I could speak another language. I can do a lot of things, but I never got the hang of speaking a foreign language.', 'Yes. English was hard for me to pick up. How old are you?', ""62. I've heard English is a hard language to learn.""]","You're as old as my dad. Man, picking up that midwestern way of talking was tough!",0,0,True,True,both_correct,,,,,casual_predictions.csv,5,0,0
dialogue,bert,casual_100,"['I had my 20th class reunion last year', 'that sounds exciting. Did a lot of people show?', 'No. Very few of us showed. It was fun anyway.', 'I had my 20th class Reunion a few years ago. Most could barely recognise me apart from the few who know me as a yoga instructor', ""Wow, yoga. I love yoga, but I'm a beginner. You must have looked great."", 'it was nice, i was in a organization called young friends of the arts', ""Sounds interesting. I'm not into the arts. I enjoy training dogs."", 'I like dogs. I wrote a poem about my Dog. It even got published', 'Yoga and writing. Nice. I have a headache. I need a Coke for the caffiene.', 'I think you need medicine and a good nights rest']","Yeah, but sometimes work's got me up all hours of the night.",0,0,True,True,both_correct,,,,,casual_predictions.csv,6,0,0
dialogue,bert,casual_100,"['I enjoyed my day the other day, found out something good! Newphew may come to live with us for ayear.', 'Nice! How old is your nephew?']","11, he's keen on hanging with us for more than just a couple of weeks a year.",0,0,True,True,both_correct,,,,,casual_predictions.csv,7,0,0
dialogue,bert,casual_100,"['I like to listen to Elvis Presley!', ""I agree but I haven't listen to him in a long time"", 'He led an era as the ""King of Rock and Roll"".', 'yep the King of Rock, You know some of his movies were cheesy but I do enjoy watching them', ""I don't think I've ever seen one. I love how Forrest Gump inspires Elvis to make his signature move, though."", 'that was a fun scene. How many songs or records did he make?']","Dunno, actually.",0,0,True,True,both_correct,,,,,casual_predictions.csv,8,0,0
dialogue,bert,casual_100,"['I spent all weekend alone, wish my family lived closer.', 'i know what you mean. my family is 800 miles away']","My fam's like over 2k miles away in Alaska, it's super tough!",0,0,True,True,both_correct,,,,,casual_predictions.csv,9,0,0
dialogue,bert,casual_100,"['milk makes strong bones though, how do you supplement your diet?', ""i'm vegetarian. you can get all your nutrition from plants, you know?"", 'Is it possible to be buff being a vegetarian?', 'I wouldn\'t know, I\'m hardly ""buff"" but feel healthy!', 'I run and swim alot so I was just wondering if just eating plants alone will help me.', 'Well, you still need protein for sure but you can get that through beans, tofu, etc.', ""Wow I honestly did not know tofu had any protein. What's your favorite dish?"", 'I love all veggies so I often do a stir fry and spice it up with some chiles.', 'That sounds very good! I need to try that out one day. How can I make it?', ""I don't use a recipe; just heat some OVO and quickly cook the veggies. I like them still crunchy. Add spices as desired."", 'What is OVO?']","Olive oil, dude. And hey, if you're into nuts, they're packed with protein as well. Toss in a handful of cashews or walnuts, and you're golden!",0,0,True,True,both_correct,,,,,casual_predictions.csv,11,0,0
dialogue,bert,casual_100,"['I went to a minor league ball game last night and I saw a pitcher throw over 101 miles per hour! It was amazing to see in real life', ""Wowza! That's impressive. I wonder how long until he's called up."", 'It is truly amazing when you see that in person.', ""I'm really jealous. I can't go to ball games because I'm always looking after the kids."", ""Maybe you can have a nanny take care of the kids and we'll go to the ball game together."", ""Haha that's a good idea! Do you know a good nanny?"", ""Yes. I would recommend my nanny to you. She helps when with my kids when I'm in school."", ""Ahh great thank you! Ah I need to save up money so I can afford to go to the gym, I've gained a lot of weight recently!"", ""I need to train too. I've only been at work and school for writing recently.""]",What kind of stuff are you looking to write down the road?,0,0,True,True,both_correct,,,,,casual_predictions.csv,12,0,0
dialogue,bert,casual_100,"[""hello my name is katrina and i deliver babies, i'm a nurse."", 'awesome. my babies are due in three months', 'what? that is awesome so are you having twins or triplets?', 'triplets!!! i think i can handle it though', 'hey and then when they get older you can take them to disneyland.', 'absolutely that sounds like fun', 'yup, i am in love with disneyland. its just so packed in the summer.', 'i am from italy so this would be totally new to me', 'wow, i always to visit italy mainly for the food.', 'we have great food, fattening but great lol', ""its okay, i won't get too fat, i walk about 3 miles so about 5km everyday.""]","Yeah, it's a decent workout. Got a trail right next to my place.",0,0,True,True,both_correct,,,,,casual_predictions.csv,14,0,0
dialogue,bert,casual_100,"['going near hights really makes me scared', 'Did a specific experience cause this? or just instinct.']","just a gut feeling, ya know? been scared of heights forever",0,0,True,True,both_correct,,,,,casual_predictions.csv,17,0,0
dialogue,bert,casual_100,"['my little boy learned how to count to ten eeven know he is super young', 'ohhh cute!! i am so happy for you, smart boy!', 'yeah i was so proud of him as well i thought i would have to wait months till he got to that point', 'a rare one, i hope he goes a long way and maybe even be the next Einstein we need', 'Thanks! I definitely think he might be a genius in the making.']","Nah, he ain't that much of a whiz kid, not like he's gonna be the next Einstein or anything",1,1,True,True,both_correct,,,,,casual_predictions.csv,18,1,1
dialogue,bert,casual_100,"['Nope,tell me more', 'Parachuting, or skydiving, is a method of transiting from a high point to Earth with the aid of gravity,', 'How many people die from skydiving each year?', ""I'm not sure but probably a lot."", 'I definitely want to try it before I finally give up the ghost. It must be exciting your first time.', 'I need to work on fear first and then I will try it.', 'Yes, sir! I get chills just imagining stepping out onto the wing of the plane.', ""That's amazing. I have only been on a few planes in my life."", 'It would be great to fly through the air high above some beautiful Nevada desert.', 'Agreed, that would be badass.', 'Could you imagine? It would be like sky diving on Mars.', ""I don't think we could do that. NASA wouldn't let us.""]","Yeah, but maybe Elon could figure out how to dodge all that NASA bureaucracy, ya know?",0,0,True,True,both_correct,,,,,casual_predictions.csv,19,0,0
dialogue,bert,casual_100,"['i find Green to be a very interesting color, Green is the color between blue and yellow', ""I like green too! I like that there are so many shades! I like an emerald green, what's your favorite?"", 'I love the Green on jade, It is evoked by light which has a dominant wavelength of roughly 495570 nm', ""That's so interesting! What else can you tell me about green?"", 'It is really interesting that By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize', 'I never knew that! Green is such an interesting color! Do you know where it falls on the spectrum of visible light?', 'im not sure but Several minerals have a green color and they look really nice on jewelery', 'That sounds interesting, I will do my research on the color green']","You might think it's dull, but honestly, I'm not all that into green.",1,1,True,True,both_correct,,,,,casual_predictions.csv,20,1,1
dialogue,bert,casual_100,"['I really miss living in Montreal, it was a fun city', 'I love Canada, do you speak French?', ""Only a little, I travelled about a lot so I didn't get much of a chance to learn"", 'What do you miss the most about Montreal?', 'The people, definitely. Everyone I met was so lovely. Have you been?', 'No. I have always wanted to go. I have only been inside of Canada once and that was at Niagra Falls.', 'Niagara Falls is lovely!! If you could go anywhere, where would you go?', 'I have wanted to visit Germany. However, I also dream of going to Hawaii one day as well. How about you?', ""My family lived in Germany for a bit (military brat) and I'd definitely say go! It's such a beautiful country. I've always wanted to visit Ireland, myself""]",I bet Ireland's gorgeous too. So much cool history and awesome views to check out!,0,0,True,True,both_correct,,,,,casual_predictions.csv,21,0,0
dialogue,bert,casual_100,"[""You should. Pregnancy is a big thing in one's life. Always use a condom they say."", 'Yup, condoms are a huge deal. Properly used condoms in every act of intimacy lowers pregnancy change per year to 2%.', ""We actually planned for this child, and i'm very excited. Did you plan on having multiple kids, or none at all?"", 'I want kids. Just not yet.', ""It's very expensive trying to raise a kid. Do you have any hobbies?"", 'I like the outdoors. Backpacking is a big deal to me.', 'I love the outdoors as well. Have you had the chance to go backpacking anywhere you really wanted to?']","Oh yeah, been to Colorado loads of times. The Uncompaghre spot is super cool.",0,0,True,True,both_correct,,,,,casual_predictions.csv,22,0,0
dialogue,bert,casual_100,"[""well that sucks. doesn't seem logical with how good you are a typing in english"", 'i speak both english and italian.']","i only speak english, ya know",0,0,True,True,both_correct,,,,,casual_predictions.csv,23,0,0
dialogue,bert,casual_100,"[""A while back my friend's boyfriend tried to get me to have an intimate relationship with him. He knew I had been married a very long time, as well as he was in a relationship with my friend. I turned him down flat, as I love my husband very much."", 'What a creep. I hope that you told on him.', ""Yes, I let him know that was wrong and disgusting. I couldn't believe he did it!""]","Ugh, some folks just don't get it. Did ya spill the beans to your hubby?",0,0,True,True,both_correct,,,,,casual_predictions.csv,24,0,0
dialogue,bert,casual_100,"[""i'm a good person like working with the senior"", 'oh. you sound like a friendly guy. old people get on my nerves though', ""i know. they're always curling in the squat rack"", ""Well you have to make allowances for age. You'll be there someday. My roommate is getting up there."", 'do you like to watch mma? i do', ""I can watch it. I'm not really into it though."", 'oh. do you even lift, bro?', ""I do lift and that's why I love MMA""]","MMA's just a snoozefest, ya know?",1,1,True,True,both_correct,,,,,casual_predictions.csv,25,1,1
dialogue,bert,casual_100,"[""a nissan z she's second love of my life outside my dog lucky"", ""that's great. i am glad for you."", ""I'm sorry if it sounds like I'm bragging, it's just that I've been given a second chance at life and really want to enjoy it!"", 'ok, how so?', ""I'm in remission from cancer; I don't make a ton of money but if there's something I want to enjoy I go for it!"", 'Im sorry to hear that. I heard there is 100 different types of cancer. its good to know that your a survivour', ""It's something you learn to live with, the possibility of it returning. But it's made me more thankful and appreciative of all I've been given!"", ""oh that's wonderful! i'm so glad for people like you, what do you do to help you cope with it?"", 'Just keep my regular doctor visits and thank God - prayer and thankfulness have become a huge part of my life.', 'Well ti is great that you have such a positive outlook on things and realize life could be worse.']","Yeah, for real, some folks just get a rough deal, like getting cancer. Thank heavens I dodged that bullet.",1,1,True,True,both_correct,,,,,casual_predictions.csv,26,1,1
dialogue,bert,casual_100,"['I have a wonderful sister-in-law. who is always there for me when I need her', 'That must be comforting! It is good to have people in your life that are supportive.']","I'm super lucky to have her, not just as my sister-in-law but also as a buddy. She's always around to listen and cheer me on.",0,0,True,True,both_correct,,,,,casual_predictions.csv,27,0,0
dialogue,bert,casual_100,"['I love to read harry potter books', 'I never read the books they was so huge but I seen all the movies of the young wizard I loved them.', 'Very good movies. What is your favorite film from harry potter?', 'I liked Harry Potter and the Dealthy Hallows I saw that one first before actually watching them in order what is your favorite?', 'That is a great one. I would have to say the same as you the deathly hallows', 'I loved the school of Hogwarts it was so different and the teachers and staff made the movie great as well I wish they come out with more.', 'Yeah i hope in the future they keep making more films and books!', 'Have you been to the Harry Potter theme park at Universal Studios?']","Nah, I'm not that into Harry Potter, to be honest.",1,1,True,True,both_correct,,,,,casual_predictions.csv,28,1,1
dialogue,bert,casual_100,"['hey there i live on a farm.', 'i am a piano teacher on the side', 'great what do you do regularly? i run a tractor on our farm with my dad.', 'i explore new parts of the city i am in', 'i own arabian horses that i ride in the cities christmas parade.', 'those are beautiful horses. my father plays violin professionally.', ""that's way cool. rock music keeps me company on the tractor."", 'i play quite a lot of instruments', 'what ones do you play?', 'piano, guitar, drums, flute, chello', 'wow, you are very talented.']","Totally, music's my whole life, y'know?",0,0,True,True,both_correct,,,,,casual_predictions.csv,30,0,0
dialogue,bert,casual_100,"['hello! how are you today?', ""i'm fine from alabama, enjoying my tacos and brother."", 'that sounds delicious. i am drinking my coffee.', 'oh yea? i am liking my tacos then.', 'tacos are yummy. just not margaritas.', 'oh darn. how many siblings do you have?', ""i've 2 sisters. they love pink, i hate pink."", 'i happen to have three. and a brother. go figure.', 'oh wow. that sounds fun. do you have a bike?', 'no no bike. in all labor there is profit, so i guess i could get one.', ""yes, that's a good way to look at it. get a mountain bike."", 'in the multitude of counselors there is safety. my lovely dog would run behind me.']","Not sure I get it, but alrighty.",0,0,True,True,both_correct,,,,,casual_predictions.csv,31,0,0
dialogue,bert,casual_100,"['my dad grew up in a town with less than 100 population.', 'i think there may be seventy here. maybe a few more.', 'Maybe', ""I am used to living in a small city I've never lived anywhere else. How many people are in your town?"", 'the small place, where one was often forced to be guarded in many', 'What do you mean?', 'Towns of more than 50,000 people', 'What about them?', 'you ask the qustion', 'i am not sure what you mean, You mentioned big cities', 'Yes', 'Do you like them?', 'I like small cities.']","Only ever lived in big cities, ya know.",1,1,True,True,both_correct,,,,,casual_predictions.csv,32,1,1
dialogue,bert,casual_100,"['Do you like Elvis Presley? I like the old movies he was in.', 'yes, Elvis Aron Presley, the American singer, actor and musician is a favorite of mine.', 'He was born in Tupel, Miss, where I am from, but he moved to Memphis, Tenn. when he was thirteen.', 'Cool. He was referred to as the ""king of Rock"", or just ""The King"" when he was alive.', 'Extremely popular musician. He was born in 1935, so he would be 83 now if he was still alive', 'Wow he would be an old man. he began recording at Sun records with producer Sam Phillips in 1954. That seems like a long time ago now.', 'Elvis had some of the greatest hits of our time.']","Can't stand any of Elvis's tunes, they're like nails on a chalkboard to me.",1,1,True,True,both_correct,,,,,casual_predictions.csv,33,1,1
dialogue,bert,casual_100,"['I was out at dinner with my family, and when coming back to the table from the bathroom I somehow accidentally sat down with a different family.', 'That is embarassing, but a good story at least!', 'Yeah, it certainly lead to a lot of good natured ribbing from my parents :P', 'That is for sure, you can always count on parents for that', 'My boyfriend is the one that directed me to the wrong table.']","Oh, don't sweat it. I've done way more cringey stuff than that.",1,1,True,True,both_correct,,,,,casual_predictions.csv,34,1,1
dialogue,bert,casual_100,"['yes, i have a zoo. dog, cat, mice, chickens, and quail.', ""that's cool. i have two dogs. i don't like mice though"", ""Mice aren't as bad as everyone thinks they are."", ""I've got a fear of rodents, I don't like them in general. But why do you think that mice aren't as bad?"", 'They help keep other pests like insects away', ""Okay, I agree here. To keep the biodiversity, mice are necessary. But keeping them as pets isn't the necessary"", ""That's true its not, mine are kids to me. We watch Dr.Who together."", 'You watch Dr.Who with mice? Haha, interesting. And have you read Dr.Who books?', ""I can't have books, the mice eat the pages."", ""That's a shame. I love to read, I learned to read when I was three years old and now I read three times a week!"", 'Reading is a fun way to take an adventure, before I got my mice I would read. What are your favorite types of books?']","I'm really into academic stuff and history books! Stuff about China, Russia, and France is super interesting!",0,0,True,True,both_correct,,,,,casual_predictions.csv,35,0,0
dialogue,bert,casual_100,"['yes in argentina, its very hot here today, how about there?', 'its pretty humid.', ""i can't stand the humidity"", 'There is not much humidity where I live in the mountains.', 'I love the mountains', 'Me too! I want a truck one day to be able to get around easier.', 'I have a cousin who put truck tires on a lincoln continental LOL', 'Your cousin sounds like a funny person!', 'When I said something about it they kind of took offense. Where I am from we have only man made hills. My cousin is in WV', 'Where did he get the truck tires?', 'He purchased them on the Internet and had them shipped to his house.']",That's exactly why I'm not keen on getting a truck – finding tires around here's a pain.,1,1,True,True,both_correct,,,,,casual_predictions.csv,36,1,1
dialogue,bert,casual_100,"['yes, most tiger prosthetics involve eyeballs. why caterer? i use to be a chef', 'wow, hit that without knowing.', 'Well, I used to be a chef, but i m a teacher now. What do you do?', 'Oh wow, being a teacher is awesome. Since you are a chef, do you teach cooking on the side?', 'No, but I like to bake in my spare time.', 'That is so cool. Maybe you will have your own show one day and I get to see you!', 'I really hope so']","Nah, I don't really watch TV, so I probs wouldn't catch you on there.",1,1,True,True,both_correct,,,,,casual_predictions.csv,37,1,1
dialogue,bert,casual_100,"['When my wife and I had to move for her to go to school, we had a lot of trouble finding a place to live until my parents were nice enough to cosign on a loan.', 'You must be so thankful!']","Totally. They've always had my back, but this time was huge.",0,0,True,True,both_correct,,,,,casual_predictions.csv,41,0,0
dialogue,bert,casual_100,"['good morning! how are you this fine day?', 'i am doing great today', ""that's wonderful! what do you do for a living?"", 'i am doing great today', 'yes, you mentioned that. what have you been doing?', ""i've been managing my employees"", ""what industry do you work in? i'm a housekeeper."", 'i work in a gas station', 'nice! do you have any kids?', 'i have four of them']",wow! got two myself. they're all big now.,0,0,True,True,both_correct,,,,,casual_predictions.csv,42,0,0
